ID,PROFIT,WIDTH,HEIGHT,COPIES
0,798,21,38,1
1,1184,37,32,1
2,896,32,28,1
3,2112,44,48,1
4,1482,39,38,1
5,1247,29,43,1
6,770,35,22,1
7,432,18,24,1
8,480,15,32,1
9,675,27,25,1
10,966,21,46,1
11,1404,36,39,1
12,1435,41,35,1
13,1848,44,42,1
14,1886,41,46,1
15,408,24,17,1
16,1178,31,38,1
17,1457,47,31,1
18,1221,37,33,1
19,638,22,29,1
20,1260,42,30,1
21,110,11,10,1
22,1406,38,37,1
23,300,12,25,1
24,1120,35,32,1
25,924,22,42,1
26,572,22,26,1
27,1188,36,33,1
28,1215,27,45,1
29,1421,29,49,1
30,476,14,34,1
31,231,11,21,1
32,1188,27,44,1
33,238,17,14,1
34,418,11,38,1
35,522,29,18,1
36,300,20,15,1
37,1152,24,48,1
38,372,31,12,1
39,779,41,19,1
