ID,PROFIT,WIDTH,HEIGHT,COPIES
0,408,34,12,1
1,1599,39,41,1
2,1444,38,38,1
3,1260,36,35,1
4,1470,30,49,1
5,1102,38,29,1
6,400,40,10,1
7,345,23,15,1
8,1435,35,41,1
9,513,19,27,1
10,546,14,39,1
11,1050,25,42,1
12,858,33,26,1
13,1472,46,32,1
14,1960,49,40,1
15,836,44,19,1
16,540,45,12,1
17,1776,37,48,1
18,1260,45,28,1
19,494,13,38,1
20,980,49,20,1
21,429,13,33,1
22,240,12,20,1
23,828,18,46,1
24,460,10,46,1
25,899,31,29,1
26,585,13,45,1
27,308,14,22,1
28,756,27,28,1
29,779,19,41,1
30,630,15,42,1
31,280,28,10,1
32,396,33,12,1
33,799,17,47,1
34,440,11,40,1
35,391,23,17,1
36,1824,38,48,1
37,1564,34,46,1
38,440,20,22,1
39,816,48,17,1
