ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1488,48,31,1
1,684,18,38,1
2,238,17,14,1
3,703,19,37,1
4,228,12,19,1
5,630,21,30,1
6,1292,34,38,1
7,240,24,10,1
8,1064,28,38,1
9,2115,45,47,1
10,1140,38,30,1
11,518,37,14,1
12,2116,46,46,1
13,1911,49,39,1
14,459,17,27,1
15,960,48,20,1
16,1054,34,31,1
17,375,15,25,1
18,336,28,12,1
19,1155,35,33,1
20,528,24,22,1
21,506,11,46,1
22,714,34,21,1
23,1715,35,49,1
24,777,37,21,1
25,372,12,31,1
26,912,19,48,1
27,1344,32,42,1
28,684,38,18,1
29,1189,29,41,1
30,1189,41,29,1
31,470,10,47,1
32,574,41,14,1
33,455,35,13,1
34,429,13,33,1
35,700,25,28,1
36,570,15,38,1
37,420,35,12,1
38,486,27,18,1
39,470,47,10,1
