ID,PROFIT,WIDTH,HEIGHT,COPIES
0,702,27,26,1
1,799,47,17,1
2,1104,23,48,1
3,360,36,10,1
4,990,30,33,1
5,1170,39,30,1
6,372,31,12,1
7,1128,47,24,1
8,714,34,21,1
9,1872,39,48,1
10,504,12,42,1
11,372,12,31,1
12,1254,33,38,1
13,286,13,22,1
14,962,26,37,1
15,522,29,18,1
16,1295,35,37,1
17,440,40,11,1
18,448,28,16,1
19,360,12,30,1
20,1271,31,41,1
21,288,12,24,1
22,345,15,23,1
23,1978,43,46,1
24,1804,41,44,1
25,861,21,41,1
26,735,21,35,1
27,912,19,48,1
28,572,26,22,1
29,608,38,16,1
30,414,18,23,1
31,525,25,21,1
32,1221,37,33,1
33,1225,49,25,1
34,1421,49,29,1
35,260,10,26,1
36,1368,36,38,1
37,1404,39,36,1
38,1056,32,33,1
39,1035,23,45,1
