ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1364,44,31,1
1,1333,43,31,1
2,1715,35,49,1
3,1404,39,36,1
4,384,24,16,1
5,798,42,19,1
6,567,27,21,1
7,900,30,30,1
8,437,23,19,1
9,615,41,15,1
10,1120,35,32,1
11,1872,39,48,1
12,462,14,33,1
13,1288,46,28,1
14,644,46,14,1
15,405,15,27,1
16,621,27,23,1
17,840,42,20,1
18,1296,27,48,1
19,294,14,21,1
20,280,20,14,1
21,416,26,16,1
22,525,25,21,1
23,1764,49,36,1
24,143,11,13,1
25,2256,47,48,1
26,420,42,10,1
27,1344,28,48,1
28,364,13,28,1
29,702,26,27,1
30,612,36,17,1
31,1204,28,43,1
32,1258,34,37,1
33,276,23,12,1
34,1240,31,40,1
35,656,16,41,1
36,1485,33,45,1
37,1598,34,47,1
38,252,14,18,1
39,638,29,22,1
