ID,PROFIT,WIDTH,HEIGHT,COPIES
0,546,14,39,1
1,234,18,13,1
2,616,28,22,1
3,484,22,22,1
4,1110,37,30,1
5,1596,42,38,1
6,608,19,32,1
7,700,20,35,1
8,481,13,37,1
9,741,19,39,1
10,646,34,19,1
11,810,18,45,1
12,624,13,48,1
13,525,25,21,1
14,480,24,20,1
15,1015,35,29,1
16,1872,48,39,1
17,170,17,10,1
18,507,39,13,1
19,989,43,23,1
20,195,13,15,1
21,1320,33,40,1
22,484,11,44,1
23,546,21,26,1
24,1056,32,33,1
25,850,34,25,1
26,962,37,26,1
27,646,17,38,1
28,1485,33,45,1
29,320,10,32,1
30,725,25,29,1
31,351,27,13,1
32,540,36,15,1
33,546,13,42,1
34,528,44,12,1
35,836,44,19,1
36,1330,35,38,1
37,798,38,21,1
38,990,33,30,1
39,1440,40,36,1
