ID,PROFIT,WIDTH,HEIGHT,COPIES
0,286,11,26,1
1,483,21,23,1
2,777,21,37,1
3,341,31,11,1
4,943,23,41,1
5,1363,47,29,1
6,940,47,20,1
7,1258,37,34,1
8,714,17,42,1
9,1092,28,39,1
10,957,29,33,1
11,966,23,42,1
12,612,18,34,1
13,697,17,41,1
14,675,25,27,1
15,285,15,19,1
16,1120,32,35,1
17,465,31,15,1
18,1334,46,29,1
19,740,20,37,1
20,140,10,14,1
21,713,23,31,1
22,987,47,21,1
23,594,18,33,1
24,1890,42,45,1
25,943,23,41,1
26,589,31,19,1
27,1665,37,45,1
28,560,35,16,1
29,513,19,27,1
30,806,26,31,1
31,1632,48,34,1
32,1034,47,22,1
33,1147,37,31,1
34,434,14,31,1
35,1334,29,46,1
36,1260,28,45,1
37,300,10,30,1
38,407,11,37,1
39,1560,40,39,1
