ID,PROFIT,WIDTH,HEIGHT,COPIES
0,700,25,28,1
1,150,10,15,1
2,340,20,17,1
3,1764,42,42,1
4,1360,34,40,1
5,792,44,18,1
6,363,11,33,1
7,225,15,15,1
8,656,16,41,1
9,665,19,35,1
10,546,39,14,1
11,1323,49,27,1
12,975,25,39,1
13,999,27,37,1
14,986,34,29,1
15,990,22,45,1
16,260,13,20,1
17,1050,42,25,1
18,450,18,25,1
19,468,13,36,1
20,1302,31,42,1
21,1518,46,33,1
22,615,41,15,1
23,320,32,10,1
24,154,11,14,1
25,1190,34,35,1
26,1200,40,30,1
27,160,16,10,1
28,1116,31,36,1
29,1862,49,38,1
30,1218,42,29,1
31,1066,26,41,1
32,1100,44,25,1
33,286,11,26,1
34,630,45,14,1
35,625,25,25,1
36,987,47,21,1
37,414,18,23,1
38,1421,49,29,1
39,352,22,16,1
