ID,WIDTH,HEIGHT,PROFIT,COPIES
0,34,21,897,9
1,79,17,1469,3
2,22,66,1273,2
3,28,11,339,9
4,33,38,1321,4
5,43,7,348,9
6,25,65,1382,6
7,60,11,665,9
8,12,70,1003,3
9,39,18,929,8
10,30,50,1709,8
11,42,32,1816,9
12,40,17,710,3
13,51,19,663,7
14,25,13,348,1
15,23,7,142,1
16,14,63,612,2
17,79,35,4065,5
18,9,41,521,4
19,12,15,172,7
20,16,36,568,3
21,56,29,1922,2
22,9,79,439,4
23,44,15,928,3
24,24,73,2062,9
25,13,27,365,2
26,10,48,586,9
27,30,39,1018,7
28,12,55,392,8
29,20,25,661,1
30,24,30,1027,7
31,46,15,756,3
32,18,35,376,4
33,62,34,1535,1
34,26,44,584,7
35,64,13,1144,4
36,36,19,739,6
37,55,26,1929,1
38,11,74,1208,7
39,25,23,423,3
40,38,14,438,4
41,51,32,1171,1
42,11,39,418,7
43,55,9,636,4
44,7,76,266,5
45,69,40,3674,5
46,5,33,214,2
47,70,9,488,2
48,33,22,474,9
49,38,11,431,8
