ID,WIDTH,HEIGHT,PROFIT,COPIES
0,34,20,504,5
1,5,12,83,2
2,39,74,3438,9
3,12,25,221,5
4,8,56,255,1
5,40,34,1678,5
6,5,77,472,5
7,18,15,361,4
8,19,56,632,9
9,18,59,765,6
10,8,45,341,3
11,11,52,574,9
12,10,75,398,2
13,19,16,423,8
14,24,34,1168,7
15,25,80,1183,3
16,24,18,334,6
17,25,65,2432,2
18,13,67,1266,6
19,13,46,349,2
20,21,33,504,2
21,9,76,675,8
22,8,11,115,2
23,13,60,899,1
24,38,35,1824,9
25,31,38,1129,4
26,7,71,680,7
27,15,75,1351,1
28,23,46,1018,6
29,20,12,276,5
30,37,39,1697,1
31,14,22,319,5
32,18,69,760,4
33,20,37,655,6
34,23,53,1058,7
35,14,10,190,9
36,11,72,876,6
37,33,32,1345,9
38,14,73,618,8
39,34,30,799,7
40,28,26,741,5
41,37,27,743,1
42,16,55,618,5
43,23,32,402,3
44,13,42,545,2
45,24,35,570,5
46,36,65,2682,7
47,27,71,2248,2
48,9,31,202,5
49,36,77,2304,3
