ID,WIDTH,HEIGHT,PROFIT,COPIES
0,7,44,205,8
1,11,60,361,3
2,38,32,929,7
3,17,72,1320,2
4,39,11,226,6
5,22,52,639,9
6,21,26,508,7
7,32,12,263,3
8,32,36,762,3
9,18,33,710,2
10,19,13,174,9
11,31,37,757,1
12,8,69,414,1
13,31,68,2465,8
14,24,74,974,1
15,7,73,736,4
16,27,30,549,8
17,12,64,573,6
18,20,64,1313,8
19,37,64,1748,4
20,20,12,142,4
21,34,18,623,3
22,20,30,302,1
23,8,71,315,1
24,40,80,1698,5
25,34,63,2989,2
26,33,63,1583,1
27,33,62,1370,3
28,23,32,441,4
29,9,28,329,6
30,30,24,944,2
31,10,54,672,7
32,24,10,235,7
33,31,71,2624,2
34,8,29,223,6
35,33,33,783,7
36,25,80,2000,9
37,29,55,827,1
38,6,54,244,3
39,13,21,392,5
40,17,52,528,9
41,26,70,957,1
42,14,26,469,6
43,24,25,392,3
44,39,50,2182,3
45,19,62,891,1
46,34,63,2531,7
47,38,23,1291,2
48,30,34,546,4
49,22,29,518,7
