ID,WIDTH,HEIGHT
0,436,1490
1,232,1320
2,236,932
3,822,638
4,1004,1092
5,266,1220
6,632,892
7,1110,344
8,598,532
9,658,921
10,732,1830
11,822,1740
12,932,1106
13,598,732
14,568,1322
15,1792,1006
16,1248,746
17,932,892
18,562,1030
19,722,1720
20,1526,1448
21,1858,2644
22,1726,464
23,928,1672
24,2028,932
25,1028,1636
26,756,748
27,926,916
28,2006,564
29,1028,1894
30,1376,1932
31,726,1750
32,2098,946
33,1238,1208
34,1026,768
35,1734,932
36,994,2532
37,1966,2422
38,2828,1946
39,1536,1788
40,436,732
41,732,822
42,636,932
43,822,598
44,1004,568
45,464,794
46,932,648
47,2110,934
48,598,562
49,656,726
50,926,3726
51,1490,1830
52,1320,1740
53,932,2100
54,636,732
55,1094,1324
56,1222,2408
57,894,748
58,548,894
59,532,2138
60,452,642
61,722,1264
62,924,674
63,824,632
64,724,936
65,754,446
66,922,316
67,2002,892
68,576,1932
69,726,1750
70,1974,944
71,1234,1206
72,1224,766
73,1734,932
74,994,2532
75,564,2422
76,722,1944
77,1536,788
78,648,1232
79,1024,894
80,236,248
81,542,126
82,236,542
83,128,128
84,1026,2788
85,9098,8726
86,5468,3524
87,1264,4524
88,2354,1298
89,1698,2542
90,2542,5004
91,582,894
92,566,894
93,564,1022
94,1254,2014
95,2012,1254
96,1256,1298
97,2350,2366
98,2502,2502
99,1296,2366
