ID,WIDTH,HEIGHT
0,43,68
1,39,72
2,42,67
3,20,84
4,19,67
5,5,81
6,23,69
7,43,97
8,6,73
9,33,98
10,17,80
11,27,84
12,55,83
13,81,34
14,22,99
15,22,19
16,17,76
17,24,88
18,89,86
19,29,23
20,39,72
21,87,92
22,67,87
23,48,92
24,24,77
25,12,75
26,8,99
27,85,16
28,79,34
29,99,97
30,10,81
31,21,69
32,27,75
33,98,42
34,23,71
35,25,69
36,47,69
37,56,98
38,48,69
39,41,78
40,28,71
41,28,77
42,35,75
43,18,95
44,21,81
45,11,98
46,34,89
47,56,78
48,74,99
49,6,92
50,44,76
51,71,26
52,41,91
53,12,94
54,16,10
55,69,85
56,19,90
57,86,6
58,49,76
59,44,69
60,8,98
61,10,88
62,44,88
63,79,88
64,9,79
65,2,21
66,50,60
67,27,88
68,80,4
69,5,21
70,20,66
71,90,38
72,46,66
73,20,88
74,50,67
75,6,69
76,88,8
77,46,69
78,92,66
79,39,89
