ID,WIDTH,HEIGHT
0,3,9
1,13,11
2,31,20
3,29,31
4,28,17
5,24,33
6,23,4
7,11,8
8,19,30
9,19,31
10,31,18
11,16,11
12,17,7
13,18,12
14,16,12
15,17,3
16,7,27
17,17,33
18,19,18
19,33,25
20,20,3
21,23,18
22,26,8
23,26,28
24,29,3
25,21,11
26,33,2
27,2,7
28,19,33
29,8,31
30,13,31
31,18,5
32,19,9
33,25,4
34,19,32
35,33,7
36,4,32
37,22,8
38,13,25
39,20,9
40,28,3
41,31,27
42,4,6
43,35,18
44,16,13
45,24,22
46,9,18
47,3,19
48,12,23
49,21,2
50,26,10
51,1,8
52,34,5
53,17,20
54,27,13
55,15,28
56,10,15
57,21,3
58,32,1
59,5,29
