ID,WIDTH,HEIGHT
0,28,76
1,20,90
2,50,100
3,14,27
4,27,12
5,35,22
6,55,50
7,34,19
8,37,78
9,11,19
10,22,15
11,16,23
12,10,38
13,48,29
14,50,39
15,9,38
16,44,19
17,98,100
18,40,26
19,14,15
20,39,11
21,9,33
22,41,24
23,81,53
24,47,15
25,31,27
26,5,34
27,72,4
28,15,87
29,16,34
30,29,69
31,50,16
32,46,8
33,12,66
34,16,39
35,2,40
36,38,48
37,20,31
38,14,34
39,15,25
40,42,48
41,39,22
42,24,41
43,40,22
44,8,11
45,20,25
46,45,9
47,27,31
48,35,35
49,13,39
50,28,39
51,26,1
52,24,21
53,77,16
54,23,30
55,36,33
56,25,18
57,33,3
58,29,34
59,8,27
60,37,27
61,11,3
62,48,48
63,41,32
64,11,99
65,50,75
66,27,83
67,37,49
68,47,30
69,1,37
70,19,13
71,93,77
72,44,24
73,14,80
74,22,13
75,12,18
76,3,30
77,38,18
78,37,25
79,42,20
