ID,PROFIT,WIDTH,HEIGHT,COPIES
0,989,43,23,2
1,390,13,30,4
2,1053,39,27,4
3,779,19,41,3
4,414,18,23,4
5,780,20,39,4
6,1470,35,42,1
7,1440,45,32,1
8,560,16,35,1
9,1720,43,40,1
10,806,26,31,2
11,208,16,13,1
12,720,15,48,3
13,320,32,10,4
14,588,49,12,1
15,624,48,13,2
16,1564,46,34,4
17,1015,29,35,3
18,506,46,11,3
19,528,12,44,3
20,476,34,14,3
21,630,42,15,4
22,464,29,16,3
23,588,42,14,3
24,208,13,16,3
25,608,32,19,3
26,143,11,13,2
27,900,30,30,4
28,884,26,34,2
29,288,18,16,3
30,703,37,19,1
31,1290,30,43,2
32,520,13,40,3
33,434,14,31,4
34,420,42,10,2
35,192,16,12,1
36,322,23,14,4
37,448,14,32,1
38,726,22,33,3
39,1316,47,28,2
40,930,30,31,1
41,1155,33,35,1
42,364,14,26,4
43,273,21,13,4
44,696,24,29,4
45,384,16,24,1
46,630,30,21,3
47,1536,32,48,4
48,290,10,29,1
49,667,29,23,1
