ID,PROFIT,WIDTH,HEIGHT,COPIES
0,480,40,12,4
1,600,25,24,1
2,1008,36,28,4
3,300,12,25,3
4,1170,26,45,1
5,1575,35,45,3
6,260,20,13,4
7,1496,44,34,2
8,868,28,31,1
9,702,18,39,4
10,1739,47,37,4
11,560,20,28,2
12,1287,33,39,4
13,640,32,20,2
14,660,44,15,3
15,576,36,16,2
16,2208,46,48,2
17,882,18,49,1
18,1485,33,45,4
19,1305,29,45,2
20,680,40,17,3
21,891,33,27,4
22,1274,26,49,3
23,540,45,12,2
24,600,40,15,4
25,2160,48,45,1
26,396,11,36,2
27,1927,47,41,2
28,510,17,30,1
29,893,47,19,4
30,455,35,13,3
31,756,27,28,4
32,462,11,42,4
33,286,22,13,2
34,304,16,19,2
35,875,25,35,2
36,1755,39,45,3
37,533,13,41,2
38,1189,29,41,4
39,1012,46,22,1
40,510,15,34,2
41,858,33,26,4
42,1476,36,41,2
43,608,16,38,3
44,989,23,43,1
45,1408,32,44,4
46,729,27,27,4
47,400,20,20,1
48,1100,25,44,1
49,608,16,38,2
