ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1610,46,35,4
1,819,21,39,2
2,275,25,11,1
3,380,38,10,4
4,588,14,42,1
5,242,11,22,2
6,231,11,21,2
7,1015,29,35,2
8,374,34,11,4
9,435,15,29,4
10,1680,48,35,3
11,660,22,30,3
12,210,10,21,2
13,1290,43,30,2
14,735,35,21,2
15,780,30,26,2
16,700,20,35,4
17,1326,39,34,2
18,528,22,24,3
19,448,14,32,4
20,455,13,35,3
21,728,28,26,4
22,290,29,10,3
23,968,22,44,3
24,882,42,21,3
25,1806,43,42,3
26,1305,29,45,3
27,682,31,22,4
28,684,38,18,2
29,1372,28,49,3
30,1152,24,48,2
31,609,29,21,1
32,714,17,42,4
33,1849,43,43,3
34,940,47,20,4
35,312,12,26,4
36,1178,38,31,4
37,621,23,27,2
38,1739,37,47,1
39,256,16,16,4
40,432,24,18,4
41,1980,44,45,1
42,1196,26,46,2
43,638,29,22,3
44,1152,48,24,1
45,1840,46,40,1
46,1050,25,42,4
47,1274,49,26,2
48,2024,46,44,1
49,510,17,30,2
