ID,PROFIT,WIDTH,HEIGHT,COPIES
0,551,29,19,3
1,429,33,13,1
2,888,24,37,1
3,945,35,27,2
4,1221,33,37,4
5,364,13,28,1
6,1804,44,41,3
7,420,14,30,2
8,1170,30,39,4
9,702,18,39,2
10,1728,36,48,2
11,1332,36,37,4
12,408,24,17,2
13,247,13,19,2
14,1104,23,48,2
15,410,41,10,3
16,336,24,14,2
17,602,14,43,3
18,1056,22,48,4
19,1485,45,33,1
20,2160,48,45,4
21,276,23,12,2
22,1804,41,44,1
23,1188,33,36,3
24,621,23,27,4
25,209,19,11,3
26,168,12,14,3
27,819,39,21,2
28,814,22,37,3
29,1040,26,40,4
30,2160,48,45,1
31,1640,40,41,3
32,1720,40,43,3
33,1435,35,41,4
34,462,42,11,2
35,1258,34,37,1
36,702,27,26,1
37,946,43,22,1
38,1368,38,36,4
39,920,20,46,2
40,624,16,39,2
41,1200,40,30,4
42,1056,32,33,2
43,432,27,16,3
44,1200,48,25,4
45,936,36,26,1
46,396,22,18,2
47,416,26,16,1
48,192,16,12,3
49,480,20,24,1
