ID,PROFIT,WIDTH,HEIGHT,COPIES
0,150,15,10,2
1,774,43,18,3
2,672,28,24,3
3,665,19,35,2
4,2156,44,49,1
5,350,35,10,4
6,506,22,23,4
7,756,42,18,1
8,900,45,20,4
9,750,25,30,3
10,468,13,36,3
11,1632,34,48,1
12,1677,39,43,2
13,750,30,25,3
14,480,32,15,1
15,1073,37,29,2
16,722,19,38,3
17,675,15,45,1
18,940,47,20,2
19,144,12,12,4
20,1665,45,37,1
21,2254,46,49,2
22,714,34,21,1
23,1290,43,30,4
24,615,41,15,1
25,1161,27,43,2
26,240,12,20,2
27,276,12,23,2
28,1457,31,47,2
29,816,17,48,2
30,420,12,35,4
31,340,17,20,4
32,1102,29,38,1
33,768,16,48,2
34,1748,46,38,3
35,980,35,28,1
36,805,23,35,3
37,1804,41,44,4
38,1968,41,48,3
39,644,23,28,4
40,473,11,43,2
41,1380,46,30,2
42,792,22,36,3
43,714,34,21,2
44,667,29,23,1
45,1032,43,24,3
46,504,42,12,1
47,380,10,38,1
48,552,23,24,4
49,1760,40,44,2
