ID,PROFIT,WIDTH,HEIGHT,COPIES
0,480,24,20,2
1,154,14,11,4
2,1372,28,49,4
3,705,15,47,4
4,720,48,15,1
5,1764,36,49,2
6,494,19,26,2
7,525,21,25,1
8,1008,24,42,4
9,1692,36,47,4
10,209,19,11,2
11,480,10,48,1
12,1178,38,31,1
13,1485,45,33,3
14,560,28,20,2
15,725,29,25,1
16,1890,45,42,1
17,957,29,33,2
18,407,11,37,3
19,495,45,11,3
20,900,36,25,4
21,936,36,26,1
22,1344,48,28,2
23,1640,41,40,3
24,714,34,21,3
25,418,38,11,3
26,1014,26,39,2
27,285,15,19,2
28,840,20,42,4
29,1176,49,24,4
30,564,47,12,1
31,902,41,22,4
32,2068,44,47,2
33,1102,29,38,1
34,540,18,30,3
35,561,17,33,2
36,2115,47,45,1
37,736,16,46,4
38,1170,26,45,4
39,522,29,18,2
40,608,19,32,4
41,255,15,17,4
42,1008,24,42,1
43,952,28,34,4
44,615,41,15,2
45,420,28,15,1
46,1656,46,36,4
47,1034,47,22,4
48,270,27,10,3
49,182,13,14,4
