ID,PROFIT,WIDTH,HEIGHT,COPIES
0,728,26,28,1
1,1296,48,27,4
2,675,27,25,3
3,510,34,15,3
4,1140,30,38,1
5,420,10,42,4
6,196,14,14,3
7,286,26,11,1
8,1645,35,47,2
9,225,15,15,4
10,264,11,24,3
11,1376,43,32,2
12,392,14,28,3
13,1813,49,37,3
14,286,13,22,2
15,1305,45,29,1
16,780,30,26,4
17,1564,34,46,1
18,1274,26,49,3
19,1170,45,26,3
20,588,49,12,4
21,910,26,35,4
22,943,41,23,1
23,1058,23,46,2
24,403,13,31,1
25,817,43,19,1
26,528,44,12,2
27,1426,31,46,4
28,645,15,43,2
29,1421,49,29,4
30,748,34,22,3
31,672,48,14,3
32,1710,45,38,1
33,882,21,42,3
34,780,20,39,4
35,713,31,23,4
36,1032,43,24,2
37,1200,25,48,4
38,940,47,20,1
39,1050,35,30,3
40,1260,35,36,1
41,528,12,44,2
42,2160,45,48,1
43,255,17,15,3
44,360,10,36,4
45,784,16,49,1
46,986,34,29,3
47,360,15,24,4
48,2009,41,49,1
49,1176,28,42,4
