ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1288,28,46,1
1,385,35,11,1
2,1400,40,35,2
3,1591,43,37,1
4,1258,37,34,1
5,1739,47,37,4
6,966,46,21,4
7,1056,48,22,3
8,2304,48,48,4
9,378,14,27,3
10,558,31,18,2
11,825,25,33,2
12,2112,44,48,1
13,264,22,12,1
14,190,10,19,3
15,273,21,13,1
16,1232,44,28,2
17,2254,49,46,2
18,546,39,14,1
19,1024,32,32,3
20,806,26,31,2
21,1380,30,46,3
22,1764,49,36,3
23,1363,47,29,3
24,1665,37,45,2
25,456,19,24,4
26,705,15,47,4
27,338,26,13,1
28,1222,47,26,1
29,1014,39,26,3
30,1160,29,40,2
31,1008,42,24,1
32,495,45,11,3
33,2112,48,44,2
34,370,10,37,4
35,429,39,11,1
36,684,36,19,1
37,150,10,15,1
38,1012,44,23,3
39,1176,24,49,2
40,640,16,40,2
41,1225,35,35,3
42,444,37,12,2
43,902,22,41,3
44,310,10,31,3
45,960,30,32,4
46,1248,26,48,1
47,378,18,21,2
48,100,10,10,3
49,165,15,11,2
