ID,PROFIT,WIDTH,HEIGHT,COPIES
0,754,26,29,2
1,420,42,10,2
2,384,16,24,1
3,1681,41,41,1
4,720,48,15,4
5,323,17,19,1
6,2009,49,41,3
7,864,36,24,3
8,408,12,34,2
9,756,28,27,4
10,1316,28,47,3
11,624,39,16,4
12,986,29,34,1
13,143,11,13,1
14,686,14,49,3
15,589,31,19,2
16,735,35,21,4
17,672,42,16,1
18,294,14,21,3
19,400,10,40,4
20,1872,39,48,1
21,928,32,29,1
22,372,12,31,2
23,1188,36,33,1
24,928,29,32,1
25,874,19,46,3
26,198,18,11,2
27,812,29,28,2
28,352,16,22,1
29,1152,48,24,2
30,400,20,20,4
31,306,17,18,4
32,1763,41,43,3
33,748,22,34,1
34,578,34,17,1
35,735,15,49,3
36,600,40,15,4
37,988,26,38,4
38,560,35,16,1
39,814,37,22,1
40,459,27,17,2
41,896,32,28,3
42,629,17,37,2
43,750,25,30,4
44,506,22,23,4
45,738,18,41,1
46,390,39,10,1
47,256,16,16,2
48,899,31,29,3
49,1025,25,41,2
