ID,PROFIT,WIDTH,HEIGHT,COPIES
0,630,18,35,1
1,980,28,35,3
2,690,46,15,1
3,1920,48,40,2
4,1794,46,39,1
5,1116,31,36,3
6,180,12,15,3
7,520,40,13,1
8,910,26,35,2
9,896,32,28,4
10,648,18,36,3
11,1248,39,32,3
12,1634,38,43,4
13,1269,27,47,2
14,660,30,22,4
15,396,12,33,1
16,729,27,27,1
17,1188,33,36,1
18,1978,46,43,4
19,621,23,27,4
20,300,10,30,3
21,396,22,18,1
22,736,46,16,1
23,559,43,13,2
24,1160,29,40,1
25,560,20,28,1
26,1152,24,48,3
27,1480,37,40,4
28,1080,45,24,2
29,598,26,23,1
30,448,14,32,4
31,192,12,16,3
32,546,21,26,1
33,493,29,17,2
34,924,42,22,4
35,484,11,44,1
36,486,27,18,4
37,2303,49,47,2
38,410,41,10,2
39,1518,46,33,1
40,2303,49,47,2
41,378,18,21,1
42,640,20,32,1
43,988,38,26,1
44,528,48,11,4
45,2304,48,48,3
46,858,33,26,4
47,1155,35,33,2
48,240,12,20,4
49,1400,35,40,3
