ID,PROFIT,WIDTH,HEIGHT,COPIES
0,440,20,22,2
1,1218,42,29,4
2,910,35,26,4
3,2021,47,43,1
4,380,38,10,4
5,456,38,12,1
6,288,12,24,4
7,1776,37,48,1
8,840,42,20,3
9,230,10,23,2
10,621,23,27,4
11,544,32,17,1
12,612,18,34,3
13,406,29,14,1
14,1536,48,32,2
15,451,11,41,1
16,390,13,30,2
17,2162,47,46,4
18,1764,49,36,2
19,528,33,16,1
20,310,31,10,4
21,559,43,13,3
22,817,43,19,3
23,832,26,32,2
24,266,14,19,3
25,494,13,38,1
26,512,16,32,4
27,812,28,29,4
28,1665,37,45,4
29,378,14,27,3
30,285,15,19,3
31,473,43,11,3
32,817,43,19,3
33,1978,43,46,1
34,375,25,15,1
35,1786,47,38,4
36,1666,49,34,3
37,828,46,18,2
38,612,18,34,3
39,1073,29,37,3
40,1078,22,49,3
41,551,19,29,4
42,1620,36,45,2
43,273,13,21,1
44,520,20,26,1
45,1800,45,40,3
46,252,14,18,4
47,1189,41,29,4
48,837,31,27,2
49,1720,43,40,2
