ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1862,38,49,3
1,1640,41,40,1
2,516,12,43,2
3,1755,39,45,1
4,1833,39,47,2
5,1344,48,28,1
6,225,15,15,2
7,572,22,26,2
8,1012,23,44,3
9,1216,32,38,2
10,1134,42,27,2
11,600,24,25,2
12,1204,43,28,1
13,832,26,32,2
14,1160,29,40,3
15,840,30,28,1
16,920,20,46,4
17,920,46,20,4
18,775,31,25,3
19,490,49,10,2
20,1015,35,29,3
21,1554,42,37,1
22,1204,28,43,1
23,2205,45,49,3
24,950,25,38,3
25,1276,29,44,2
26,1363,47,29,1
27,864,48,18,3
28,340,17,20,4
29,320,10,32,4
30,1426,46,31,3
31,312,12,26,4
32,1394,41,34,2
33,432,18,24,1
34,1080,45,24,1
35,900,36,25,3
36,290,10,29,2
37,528,16,33,2
38,1517,41,37,4
39,300,20,15,1
40,903,21,43,4
41,140,10,14,4
42,820,20,41,1
43,432,12,36,1
44,968,44,22,4
45,168,14,12,3
46,555,15,37,3
47,1980,44,45,1
48,310,31,10,3
49,1148,28,41,4
