ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2232,72,31,2
1,2992,44,68,2
2,2628,73,36,2
3,2904,44,66,1
4,4556,68,67,1
5,2275,35,65,2
6,975,39,25,8
7,2695,49,55,1
8,1846,71,26,2
9,1404,36,39,4
10,900,36,25,5
11,3752,56,67,1
12,1435,35,41,4
13,2257,37,61,2
14,2750,50,55,2
15,2560,40,64,2
16,3604,68,53,1
17,1677,39,43,2
18,1891,31,61,3
19,1620,60,27,3
20,1647,27,61,2
21,2255,41,55,2
22,1147,37,31,1
23,3380,65,52,1
24,2475,55,45,2
25,3774,51,74,1
26,1696,32,53,2
27,2940,42,70,2
28,1496,34,44,2
29,2911,41,71,1
30,2350,50,47,4
31,3591,63,57,1
32,4030,65,62,1
33,3904,61,64,1
34,2385,45,53,1
35,5106,74,69,1
36,3224,52,62,1
37,2088,58,36,2
38,962,26,37,6
39,3024,63,48,2
40,900,30,30,6
41,2967,43,69,2
42,2964,52,57,1
43,4757,71,67,1
44,3132,54,58,1
45,1802,34,53,2
46,3417,67,51,1
47,1891,61,31,3
48,2000,40,50,2
49,1856,29,64,2
