ID,PROFIT,WIDTH,HEIGHT,COPIES
0,3965,61,65,1
1,2976,48,62,1
2,2068,44,47,1
3,3360,70,48,1
4,1404,36,39,3
5,5112,72,71,1
6,2728,62,44,1
7,4964,73,68,1
8,3190,55,58,1
9,4485,65,69,1
10,2400,50,48,1
11,1593,59,27,3
12,2556,36,71,1
13,1482,38,39,3
14,1380,46,30,6
15,2788,68,41,2
16,2555,35,73,2
17,4485,65,69,1
18,4288,64,67,1
19,3256,74,44,2
20,3900,60,65,1
21,1000,25,40,5
22,4970,70,71,1
23,3248,58,56,1
24,2414,71,34,2
25,2898,69,42,2
26,2442,33,74,2
27,2135,35,61,2
28,2496,48,52,2
29,2730,65,42,2
30,2590,74,35,2
31,4160,64,65,1
32,1950,39,50,4
33,3520,64,55,1
34,2160,54,40,2
35,1440,36,40,3
36,3996,54,74,1
37,2209,47,47,4
38,1122,34,33,6
39,3038,49,62,2
40,1334,29,46,1
41,1891,61,31,1
42,1677,43,39,1
43,2580,43,60,2
44,2754,54,51,1
45,1500,60,25,3
46,2738,37,74,1
47,4736,64,74,1
48,4200,70,60,1
49,1624,58,28,1
