ID,PROFIT,WIDTH,HEIGHT,COPIES
0,5106,69,74,1
1,3400,50,68,1
2,4760,70,68,1
3,1323,49,27,6
4,1917,27,71,1
5,1978,46,43,2
6,1836,36,51,1
7,1645,35,47,1
8,4464,72,62,1
9,1148,28,41,1
10,4292,74,58,1
11,1332,36,37,3
12,4154,62,67,1
13,1120,32,35,2
14,2552,58,44,1
15,960,32,30,1
16,1425,25,57,4
17,2016,42,48,4
18,1944,72,27,1
19,4410,70,63,1
20,3120,52,60,1
21,1320,40,33,5
22,2960,74,40,2
23,2760,60,46,1
24,2516,37,68,1
25,4160,65,64,1
26,2360,40,59,2
27,2352,42,56,2
28,2016,28,72,3
29,3312,46,72,2
30,4032,72,56,1
31,675,25,27,4
32,2891,49,59,2
33,1634,43,38,2
34,1952,61,32,3
35,1519,49,31,3
36,4464,72,62,1
37,1323,27,49,1
38,1700,25,68,2
39,1470,49,30,4
40,1944,27,72,2
41,2940,49,60,1
42,928,32,29,2
43,1376,43,32,6
44,2139,69,31,2
45,2272,71,32,3
46,3658,62,59,1
47,2430,45,54,2
48,1496,44,34,3
49,2232,72,31,1
