ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2442,66,37,1
1,3710,53,70,1
2,2142,42,51,1
3,1825,73,25,1
4,3330,45,74,2
5,1612,26,62,3
6,1800,50,36,2
7,1782,54,33,1
8,2752,64,43,1
9,2068,44,47,4
10,2050,41,50,2
11,1770,30,59,1
12,3015,45,67,1
13,4331,61,71,1
14,4221,67,63,1
15,1664,32,52,3
16,1829,59,31,1
17,1591,37,43,1
18,2968,56,53,1
19,2160,30,72,3
20,2948,44,67,1
21,864,27,32,8
22,2970,66,45,2
23,2254,49,46,4
24,5032,74,68,1
25,2124,36,59,1
26,2856,51,56,1
27,3819,67,57,1
28,1932,42,46,3
29,1813,49,37,3
30,3127,59,53,1
31,4402,71,62,1
32,2880,60,48,1
33,1204,43,28,6
34,2597,49,53,2
35,3420,57,60,1
36,1560,26,60,2
37,2915,55,53,1
38,1430,26,55,3
39,2562,42,61,1
40,2880,60,48,2
41,1350,50,27,6
42,2295,45,51,1
43,1914,58,33,1
44,1118,26,43,2
45,2120,40,53,1
46,972,27,36,3
47,2340,45,52,1
48,2590,70,37,2
49,2744,56,49,2
