ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1242,46,27,6
1,945,35,27,1
2,1978,46,43,1
3,1792,28,64,2
4,1650,33,50,1
5,1224,34,36,3
6,2115,45,47,3
7,1767,31,57,2
8,1680,40,42,1
9,2280,38,60,1
10,4420,68,65,1
11,4672,73,64,1
12,2046,62,33,3
13,3618,67,54,1
14,1044,29,36,4
15,2304,32,72,1
16,2106,54,39,2
17,3685,55,67,1
18,2499,49,51,2
19,2745,45,61,2
20,1000,40,25,4
21,1932,28,69,2
22,2655,45,59,1
23,3552,48,74,2
24,4095,65,63,1
25,725,25,29,5
26,1596,28,57,2
27,1200,40,30,3
28,4209,61,69,1
29,1440,45,32,5
30,1848,42,44,2
31,3465,55,63,1
32,3900,65,60,1
33,3111,51,61,1
34,1540,35,44,2
35,1672,44,38,2
36,2970,66,45,1
37,2232,31,72,3
38,3328,52,64,1
39,2809,53,53,1
40,3055,47,65,2
41,2300,46,50,4
42,3306,57,58,1
43,2208,46,48,1
44,1682,29,58,1
45,3120,60,52,1
46,2310,70,33,2
47,4366,74,59,1
48,3000,50,60,2
49,1485,27,55,2
