ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2040,34,60,1
1,3658,62,59,1
2,990,30,33,4
3,1485,45,33,1
4,1480,40,37,1
5,3180,53,60,1
6,2205,49,45,3
7,2166,38,57,1
8,1160,29,40,5
9,2304,32,72,2
10,1591,43,37,2
11,1276,44,29,3
12,2035,37,55,2
13,2911,71,41,2
14,3850,55,70,1
15,1595,29,55,2
16,2272,32,71,3
17,728,26,28,8
18,4047,71,57,1
19,2346,69,34,1
20,1809,67,27,1
21,3392,53,64,1
22,2898,63,46,1
23,1593,59,27,1
24,2340,39,60,2
25,2442,66,37,1
26,1683,33,51,1
27,810,27,30,4
28,2832,48,59,2
29,2880,45,64,1
30,3300,60,55,1
31,1887,51,37,1
32,1891,61,31,1
33,5402,74,73,1
34,3720,62,60,1
35,3752,56,67,1
36,4554,69,66,1
37,1120,40,28,3
38,975,25,39,4
39,1540,35,44,4
40,3186,54,59,1
41,3657,69,53,1
42,1645,47,35,2
43,1656,46,36,1
44,1568,28,56,3
45,1739,37,47,4
46,2112,48,44,2
47,2139,31,69,2
48,1312,41,32,1
49,1806,43,42,2
