ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1080,30,36,1
1,2867,61,47,1
2,2961,47,63,2
3,2650,53,50,2
4,1419,33,43,3
5,4410,70,63,1
6,3196,47,68,2
7,1800,45,40,1
8,2496,64,39,2
9,2646,42,63,2
10,3900,65,60,1
11,3776,59,64,1
12,4248,72,59,1
13,1525,61,25,3
14,4118,71,58,1
15,1517,37,41,4
16,3968,64,62,1
17,1632,51,32,1
18,4148,61,68,1
19,3763,71,53,1
20,3780,60,63,1
21,1247,43,29,1
22,2356,38,62,1
23,1450,58,25,4
24,3770,65,58,1
25,1716,66,26,3
26,2600,50,52,1
27,2376,72,33,3
28,2760,69,40,1
29,1632,34,48,1
30,2553,69,37,2
31,1575,63,25,1
32,2556,36,71,2
33,1683,51,33,2
34,4290,66,65,1
35,2409,33,73,3
36,4392,72,61,1
37,2496,64,39,2
38,2340,39,60,2
39,1728,64,27,1
40,2494,43,58,1
41,1600,32,50,2
42,4736,64,74,1
43,3776,64,59,1
44,2044,73,28,1
45,3726,54,69,1
46,2520,60,42,2
47,2106,54,39,2
48,2112,66,32,3
49,1683,51,33,3
