ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1824,57,32,3
1,3905,71,55,1
2,1435,41,35,2
3,1711,29,59,3
4,1200,40,30,1
5,1716,33,52,1
6,4248,72,59,1
7,3080,70,44,2
8,950,25,38,4
9,2220,30,74,2
10,1443,37,39,1
11,2176,32,68,2
12,3600,72,50,1
13,3120,52,60,1
14,1152,36,32,1
15,3300,60,55,1
16,2378,58,41,1
17,1394,34,41,4
18,3213,63,51,1
19,2720,68,40,2
20,2184,52,42,2
21,900,30,30,5
22,4032,72,56,1
23,1740,30,58,3
24,2072,74,28,1
25,1196,46,26,2
26,1849,43,43,1
27,2070,45,46,1
28,2664,72,37,1
29,986,29,34,6
30,2784,58,48,2
31,3834,54,71,1
32,3906,63,62,1
33,4320,72,60,1
34,4964,73,68,1
35,1855,53,35,1
36,3150,45,70,2
37,2745,45,61,1
38,3922,74,53,1
39,1728,32,54,2
40,3380,65,52,1
41,3672,51,72,1
42,3105,69,45,2
43,1260,35,36,3
44,2166,57,38,2
45,4968,72,69,1
46,1008,36,28,5
47,2774,38,73,2
48,4958,74,67,1
49,3876,57,68,1
