ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1890,27,70,1
1,1568,28,56,1
2,1666,49,34,4
3,2156,44,49,2
4,3540,59,60,1
5,2970,54,55,1
6,4104,57,72,1
7,2726,47,58,2
8,2508,57,44,1
9,1156,34,34,2
10,2556,36,71,1
11,3536,68,52,1
12,2268,42,54,1
13,4209,61,69,1
14,3300,55,60,1
15,3008,64,47,2
16,2091,41,51,2
17,1740,60,29,2
18,2590,37,70,1
19,2414,71,34,2
20,4080,68,60,1
21,1904,28,68,3
22,2256,48,47,4
23,3432,52,66,1
24,1505,35,43,4
25,4118,71,58,1
26,3190,55,58,1
27,3185,49,65,1
28,725,29,25,6
29,2590,35,74,2
30,2196,36,61,2
31,1984,31,64,2
32,1755,27,65,1
33,1632,34,48,1
34,1144,44,26,4
35,1288,46,28,5
36,1274,26,49,5
37,1764,28,63,3
38,1400,25,56,1
39,2254,49,46,3
40,957,33,29,8
41,2530,46,55,1
42,2263,73,31,1
43,1836,36,51,1
44,4624,68,68,1
45,4464,62,72,1
46,2030,58,35,1
47,1508,29,52,2
48,1271,41,31,5
49,2688,64,42,2
