ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2847,73,39,1
1,3304,59,56,1
2,1950,65,30,3
3,2304,36,64,2
4,2924,43,68,2
5,2904,66,44,1
6,1829,59,31,2
7,1480,40,37,3
8,3782,62,61,1
9,1860,60,31,1
10,2640,40,66,1
11,3024,42,72,1
12,1596,38,42,2
13,2214,41,54,2
14,3696,66,56,1
15,3700,74,50,1
16,2601,51,51,1
17,1935,45,43,2
18,3540,59,60,1
19,1848,28,66,3
20,3172,52,61,1
21,3780,70,54,1
22,1872,72,26,1
23,1520,38,40,3
24,3306,57,58,1
25,1664,26,64,3
26,1170,30,39,4
27,1287,39,33,4
28,4410,63,70,1
29,2255,55,41,1
30,1053,27,39,1
31,3212,44,73,1
32,1326,34,39,1
33,2805,55,51,1
34,2135,61,35,2
35,1520,40,38,2
36,4900,70,70,1
37,1431,27,53,2
38,4012,68,59,1
39,4260,60,71,1
40,3111,61,51,1
41,3008,47,64,2
42,1952,61,32,1
43,2624,64,41,1
44,4830,69,70,1
45,4420,68,65,1
46,2336,73,32,3
47,4224,64,66,1
48,1640,40,41,2
49,4620,70,66,1
