ID,WIDTH,HEIGHT,COPIES,PROFIT
0,271,327,4,54875
1,139,342,5,24793
2,110,98,3,7545
3,238,304,2,39782
4,59,363,7,10122
5,124,184,1,14906
6,239,261,4,25784
7,246,343,5,44677
8,57,350,2,6679
9,498,276,4,93484
10,327,115,7,16661
11,221,441,3,25266
12,415,463,3,142309
13,84,100,6,4385
14,457,57,8,18363
15,135,424,6,40834
16,317,209,9,23294
17,212,353,8,51781
18,203,122,10,10363
19,232,315,1,51819
20,115,260,7,16106
21,406,191,9,27867
22,399,449,9,85506
23,497,350,1,105705
24,278,417,4,39528
25,456,249,6,32586
26,98,150,2,10340
27,151,381,7,20977
28,265,346,10,34742
29,487,487,2,95826
30,499,448,1,153797
31,112,405,5,14447
32,206,67,5,7578
33,244,129,10,16797
34,379,185,1,47190
35,328,165,3,19486
36,396,92,5,21124
37,447,456,1,109808
38,200,345,2,46598
39,335,464,2,57778
40,135,450,3,16721
41,245,143,8,14111
42,341,304,6,31846
43,343,95,6,18843
44,374,281,4,55253
45,360,117,3,21507
46,273,196,7,26571
47,395,485,9,133950
48,450,401,5,74570
49,120,436,9,33745
50,321,205,5,36812
51,306,225,10,37426
52,114,168,10,9372
53,206,294,6,28143
54,237,386,10,30015
55,183,172,2,13780
56,286,482,9,76447
57,206,316,10,31232
58,273,357,9,28108
59,178,371,9,41401
60,250,229,7,29558
61,121,242,9,8474
62,335,226,1,32435
63,170,487,4,44751
64,466,233,4,71070
65,313,173,8,32373
66,200,289,4,14594
67,286,305,10,49126
68,157,230,9,13450
69,464,265,6,33796
70,423,425,1,119277
71,256,270,2,48418
72,211,223,5,12275
73,170,306,3,24720
74,188,306,5,38316
75,307,448,2,38703
76,91,290,7,14618
77,371,352,7,76209
78,253,455,1,68451
79,246,112,10,16177
80,203,311,2,19233
81,139,260,10,18081
82,54,337,2,5800
83,339,382,3,70895
84,219,413,1,32451
85,189,207,2,20875
86,274,234,10,40330
87,169,442,6,29518
88,292,461,10,61083
89,417,460,7,79324
90,389,416,8,41604
91,456,102,2,19486
92,168,309,6,27125
93,145,251,1,25268
94,234,300,3,51414
95,410,114,10,32987
96,429,466,6,105767
97,67,316,10,11836
98,69,96,6,3502
99,88,437,10,19722
100,427,397,7,70309
101,187,414,7,22796
102,85,461,6,27608
103,343,447,2,101267
104,290,422,3,59081
105,380,416,2,71016
106,115,384,9,21590
107,386,373,10,84322
108,203,381,4,23149
109,120,344,6,18294
110,55,80,7,2276
111,381,333,9,56793
112,311,120,2,16403
113,420,293,9,78985
114,411,122,9,33579
115,117,282,7,14052
116,282,368,9,68112
117,460,119,7,36285
118,314,437,8,98058
119,263,392,3,61960
120,81,75,7,1822
121,51,284,3,6216
122,78,288,2,15986
123,395,253,6,55882
124,102,458,10,26493
125,425,115,1,35922
126,251,175,3,16510
127,321,431,5,84556
128,391,139,1,22100
129,87,304,3,8996
130,157,482,9,27079
131,230,291,2,17793
132,278,171,5,31438
133,261,478,5,44710
134,62,481,2,19115
135,330,120,7,13839
136,386,186,8,19567
137,488,475,5,105453
138,492,196,10,49254
139,476,108,7,21130
140,236,404,4,59769
141,242,209,4,31351
142,137,185,1,7560
143,437,165,8,21938
144,176,192,9,12578
145,173,456,3,41936
146,277,362,1,35209
147,399,334,1,78252
148,395,267,9,29741
149,404,347,6,38889
