ID,WIDTH,HEIGHT,COPIES,PROFIT
0,252,248,3,18354
1,493,187,5,56675
2,399,130,6,19922
3,298,80,2,15866
4,180,327,5,26029
5,419,303,1,41976
6,340,376,10,65786
7,256,226,5,37679
8,74,481,10,25537
9,55,487,5,19154
10,435,68,2,15066
11,404,183,2,28688
12,153,189,9,10097
13,418,455,9,53079
14,477,419,10,96700
15,252,386,3,32391
16,59,94,9,1687
17,213,297,4,22630
18,433,267,2,55049
19,161,484,3,38380
20,373,394,3,66467
21,112,422,5,20094
22,275,105,2,16289
23,353,347,9,46834
24,261,338,9,66022
25,195,416,7,29181
26,488,406,8,125286
27,94,217,10,11001
28,429,323,1,36031
29,376,464,6,117790
30,428,312,8,99037
31,219,168,5,26693
32,92,174,1,9879
33,313,256,8,38683
34,425,330,4,42660
35,245,201,10,35235
36,299,56,2,11940
37,78,366,4,20020
38,289,246,7,36777
39,434,245,1,32651
40,59,302,4,13093
41,347,131,3,12675
42,145,389,1,14631
43,481,474,3,101756
44,315,283,8,31219
45,224,177,5,17591
46,270,176,9,19046
47,265,325,4,52327
48,411,289,2,74903
49,461,448,8,154597
50,481,257,10,90574
51,184,226,3,13260
52,290,229,9,35665
53,293,107,4,13318
54,246,393,8,45190
55,192,365,3,33186
56,287,461,3,72504
57,150,55,1,2571
58,53,286,1,7782
59,481,51,3,7814
60,490,378,1,47574
61,251,482,4,45531
62,270,451,8,58088
63,220,113,6,6468
64,77,492,10,19594
65,168,52,9,5159
66,283,438,1,73877
67,442,190,9,31729
68,426,65,8,12854
69,140,397,1,37729
70,438,496,5,120736
71,281,82,9,6597
72,232,60,9,6819
73,238,448,8,53892
74,121,398,9,18932
75,322,195,9,46313
76,392,308,8,60479
77,408,489,3,122384
78,366,162,7,26095
79,454,337,7,92117
80,136,243,3,17728
81,193,480,3,63302
82,265,423,9,57242
83,126,440,3,34423
84,365,165,1,34606
85,263,352,1,39476
86,69,466,1,9123
87,125,235,8,16711
88,180,249,8,27145
89,498,340,10,114790
90,253,215,1,31872
91,254,89,3,16265
92,306,124,10,11369
93,362,65,9,16619
94,448,122,5,28774
95,129,478,6,15548
96,297,265,1,27322
97,353,253,10,44963
98,96,331,4,21860
99,188,74,1,6851
100,75,380,2,8572
101,378,429,2,92913
102,234,237,10,18071
103,217,259,7,35195
104,348,99,3,17089
105,126,64,5,3870
106,178,271,8,13514
107,147,278,8,11343
108,293,281,5,31208
109,451,106,10,32508
110,188,293,7,30383
111,411,329,7,80055
112,117,348,1,13035
113,474,235,9,43626
114,308,452,10,103889
115,333,372,4,88593
116,118,320,5,27956
117,223,464,4,54713
118,154,262,3,13791
119,383,262,7,30824
120,264,250,2,41578
121,382,187,2,32697
122,180,404,9,34729
123,454,257,1,56531
124,471,345,6,46550
125,393,129,2,30201
126,223,290,9,46727
127,473,275,6,42731
128,179,311,7,19521
129,449,313,10,86482
130,334,407,8,71212
131,427,122,1,18364
132,125,309,6,18096
133,70,396,3,7526
134,152,228,8,10021
135,282,412,8,65894
136,399,272,4,71312
137,145,436,3,38916
138,483,256,7,37829
139,466,95,5,23692
140,394,400,8,110793
141,240,344,9,50630
142,186,335,7,28078
143,250,224,9,31142
144,126,52,2,4395
145,298,130,1,16709
146,133,103,6,5359
147,99,409,8,15035
148,433,94,8,14261
149,329,105,7,14120
