ID,WIDTH,HEIGHT,COPIES,PROFIT
0,490,338,47,102044
1,128,151,5,11586
2,194,119,31,15293
3,165,57,38,3461
4,93,441,31,21223
5,427,202,21,57846
6,380,196,41,33977
7,258,162,38,19461
8,120,100,30,3422
9,289,171,21,34343
10,166,105,14,6535
11,228,229,20,16381
12,453,101,27,31588
13,283,349,28,33811
14,127,245,27,22015
15,272,405,35,43909
16,352,252,44,41350
17,149,353,20,30980
18,169,383,1,16217
19,380,390,32,60155
20,57,181,18,5974
21,120,384,42,32908
22,113,179,45,7674
23,207,159,39,10533
24,316,161,3,25139
25,365,156,27,18094
26,69,465,18,17901
27,484,247,14,84613
28,477,78,21,14373
29,258,255,22,32862
30,450,317,39,51999
31,114,222,42,11445
32,493,253,23,62482
33,285,181,41,30386
34,334,88,15,10673
35,456,464,46,95791
36,275,426,29,72276
37,214,93,28,11325
38,333,483,15,63842
39,156,470,25,40759
40,409,180,45,23251
41,382,495,24,109885
42,129,200,23,16335
43,116,155,5,13197
44,361,262,1,48159
45,160,142,3,14890
46,434,224,32,42467
47,161,75,50,3330
48,428,405,36,74237
49,477,357,34,94370
