ID,WIDTH,HEIGHT,COPIES,PROFIT
0,408,456,10,129120
1,59,95,7,2128
2,352,282,10,63739
3,329,70,8,8760
4,480,138,7,25618
5,166,404,4,37643
6,212,331,3,44580
7,371,311,7,38641
8,115,453,9,30086
9,264,90,3,6100
10,423,292,8,56037
11,313,171,1,28989
12,407,432,6,60472
13,250,178,4,30336
14,61,268,2,5801
15,95,400,9,10035
16,358,272,3,52207
17,141,151,7,13054
18,157,451,2,19523
19,365,202,7,47054
20,82,92,10,4956
21,391,394,4,86466
22,317,395,8,47480
23,71,377,9,9220
24,210,225,1,19242
25,154,463,4,31835
26,170,419,9,41751
27,275,67,6,5979
28,185,481,1,53308
29,194,475,4,61875
30,371,439,7,68572
31,298,320,4,53110
32,202,62,9,4891
33,274,491,2,98187
34,363,278,3,75585
35,451,51,10,15147
36,51,80,8,2224
37,436,233,8,75304
38,212,368,7,57163
39,167,312,1,16994
40,498,468,3,155544
41,55,312,8,9509
42,139,129,5,10526
43,380,196,7,28686
44,482,403,7,120760
45,469,103,2,14791
46,102,140,6,6565
47,325,296,5,44237
48,247,360,6,51759
49,124,200,2,14472
