ID,WIDTH,HEIGHT,COPIES,PROFIT
0,398,268,46,40297
1,300,370,35,82058
2,98,362,43,15563
3,242,125,12,16382
4,499,408,29,146965
5,413,213,5,60403
6,491,499,28,148976
7,355,270,4,62138
8,227,111,34,15348
9,477,215,9,76644
10,174,86,36,10839
11,295,264,34,39480
12,414,455,27,113623
13,423,331,43,66910
14,378,254,18,60097
15,261,261,14,22346
16,272,460,13,80710
17,273,335,45,53750
18,200,172,25,11597
19,299,299,28,29601
20,214,396,6,38090
21,493,281,42,77966
22,95,457,45,11273
23,473,483,23,110125
24,64,173,49,3933
25,456,452,46,87986
26,239,444,46,47901
27,180,214,50,18096
28,250,118,5,13511
29,85,429,29,23927
30,162,371,45,26748
31,467,265,2,69644
32,322,453,39,87961
33,84,271,1,11672
34,358,372,33,41264
35,348,434,49,111149
36,153,494,36,42843
37,426,267,40,35586
38,133,138,39,7523
39,420,184,1,54788
40,391,174,44,34370
41,154,477,42,29032
42,51,143,47,4095
43,290,411,17,34095
44,348,419,34,72304
45,420,108,29,13834
46,70,188,5,7148
47,398,228,30,57928
48,228,475,2,27543
49,318,186,5,27180
