ID,WIDTH,HEIGHT,COPIES,PROFIT
0,390,265,31,58364
1,179,449,31,41863
2,189,331,36,17061
3,416,160,17,25595
4,444,132,27,30015
5,316,323,25,30073
6,198,164,12,17469
7,121,115,41,7313
8,466,349,18,112277
9,158,480,25,54844
10,419,388,24,91538
11,456,145,40,27622
12,283,169,18,19736
13,307,233,46,32460
14,380,390,24,58443
15,381,429,29,115521
16,245,181,35,28355
17,144,490,29,46939
18,416,426,18,100375
19,82,481,43,12904
20,485,338,45,115010
21,112,296,27,23524
22,496,133,27,48686
23,54,56,41,1232
24,358,202,14,47014
25,308,193,43,22382
26,214,428,11,42326
27,265,258,15,18591
28,321,425,47,42225
29,300,91,44,14890
30,88,265,11,6821
31,382,281,44,46674
32,195,172,14,12195
33,336,288,33,71634
34,451,172,8,52796
35,441,350,41,111226
36,131,318,28,22975
37,315,63,13,7029
38,327,451,11,53893
39,240,435,37,42547
40,458,360,41,49860
41,299,221,35,36869
42,223,111,6,17573
43,455,345,3,83392
44,428,223,3,36900
45,269,443,42,78532
46,436,166,39,49680
47,133,254,37,25008
48,160,326,23,21466
49,222,495,18,46845
50,163,274,13,20767
51,322,480,41,53156
52,377,256,28,71453
53,94,211,49,12820
54,236,438,31,31763
55,407,495,5,89316
56,195,232,45,29943
57,167,96,2,6841
58,405,355,40,103395
59,485,481,12,66680
60,161,316,9,19805
61,98,172,33,8627
62,269,476,38,72368
63,417,451,45,138031
64,444,180,27,57247
65,365,266,30,60900
66,177,77,30,8155
67,335,263,10,43074
68,478,248,43,48420
69,232,239,50,34278
70,415,429,44,108212
71,443,481,48,98011
72,311,284,34,58129
73,62,240,4,5908
74,380,295,12,71501
75,385,232,47,37493
76,64,272,41,11855
77,304,364,2,51616
78,127,374,8,22864
79,72,90,47,2179
80,441,125,7,15558
81,461,238,16,58506
82,135,322,48,17436
83,450,298,28,70063
84,257,360,28,43536
85,263,188,18,23665
86,308,485,4,41975
87,230,118,29,13396
88,218,285,37,27858
89,80,454,45,25443
90,384,493,43,125293
91,135,291,46,26458
92,378,331,33,69555
93,71,86,11,3625
94,59,137,22,2939
95,321,484,49,52790
96,494,114,15,28016
97,62,116,7,4912
98,95,54,8,3323
99,278,431,22,53833
100,159,234,48,15936
101,101,474,20,32349
102,468,442,19,128890
103,376,241,5,66485
104,301,274,9,60194
105,90,191,4,7711
106,425,291,34,42961
107,400,59,8,16673
108,192,112,33,11855
109,227,270,28,45026
110,123,304,35,12291
111,102,376,15,18083
112,144,169,32,10865
113,213,301,46,33738
114,142,278,11,14973
115,257,475,45,57892
116,411,493,37,138360
117,324,365,19,54325
118,361,425,4,80548
119,244,380,3,54292
120,175,156,34,15077
121,471,195,12,63841
122,341,118,22,17044
123,107,175,24,12351
124,206,469,12,25135
125,378,394,8,83932
126,445,374,38,82358
127,399,265,44,48172
128,446,434,26,139827
129,134,374,25,24385
130,440,411,19,129487
131,126,51,10,3629
132,172,98,2,5850
133,199,68,8,6005
134,224,450,42,28719
135,487,389,6,138816
136,95,217,37,12997
137,139,78,37,5408
138,303,197,35,36103
139,330,97,12,22972
140,82,397,16,20953
141,90,112,25,6554
142,375,218,16,23990
143,476,441,9,120860
144,416,335,4,103093
145,195,273,10,27871
146,396,144,16,38188
147,112,215,20,12372
148,295,455,31,74960
149,221,105,39,15543
