ID,WIDTH,HEIGHT,COPIES,PROFIT
0,259,166,3,31713
1,146,379,2,36135
2,99,192,7,13081
3,267,120,5,21125
4,139,287,8,20112
5,479,163,9,37527
6,168,308,9,21246
7,174,316,9,33835
8,462,345,1,87375
9,496,233,9,30682
10,139,456,2,21882
11,275,452,6,40249
12,345,424,10,109136
13,54,391,10,13111
14,475,416,5,133302
15,188,271,10,21347
16,383,238,3,36396
17,169,407,10,19230
18,307,313,3,51905
19,263,403,7,75152
20,237,486,9,73185
21,398,62,4,11171
22,164,330,2,14931
23,183,149,4,14673
24,416,363,8,95755
25,310,386,9,85518
26,101,429,6,24628
27,144,161,4,8535
28,378,115,1,30183
29,264,80,7,7693
30,320,95,10,20808
31,393,116,8,30028
32,188,230,8,17624
33,134,262,3,16399
34,363,155,10,36955
35,117,79,8,3442
36,84,309,3,11767
37,174,262,4,24248
38,369,363,5,76109
39,462,144,9,45572
40,256,440,7,31795
41,410,294,1,63065
42,489,208,8,33063
43,55,309,10,12358
44,151,486,7,51576
45,82,55,7,2997
46,144,258,5,20834
47,436,118,9,22479
48,473,108,1,32511
49,242,66,1,11731
