ID,WIDTH,HEIGHT,COPIES,PROFIT
0,57,158,6,2645
1,121,390,10,29010
2,352,128,2,17305
3,273,187,2,33976
4,452,227,2,45374
5,375,169,6,20954
6,372,53,6,10146
7,114,463,8,34375
8,346,328,10,81422
9,139,125,6,12425
10,210,156,9,16685
11,461,233,10,41680
12,313,371,1,40545
13,379,57,5,6029
14,372,439,10,79014
15,164,164,5,8956
16,232,134,8,9457
17,244,455,6,39715
18,81,184,6,7097
19,65,384,1,12294
20,470,147,7,31248
21,94,355,10,14187
22,404,165,8,37605
23,203,189,3,14669
24,409,156,3,47751
25,346,213,10,26511
26,113,173,3,12362
27,364,122,4,23950
28,464,352,10,42469
29,210,63,5,8932
30,440,299,7,97572
31,490,432,4,153579
32,459,432,8,122368
33,143,145,9,10010
34,466,256,2,36286
35,409,476,8,139299
36,499,335,4,119201
37,399,110,4,30780
38,187,230,7,22249
39,344,252,3,26619
40,381,404,4,113108
41,393,371,4,40656
42,208,255,9,13759
43,334,100,6,14907
44,63,332,5,7325
45,273,393,8,47603
46,258,244,6,25232
47,457,201,5,55810
48,376,490,2,116184
49,407,153,2,46613
50,318,369,5,85976
51,440,400,5,56120
52,223,484,4,57964
53,175,480,8,35683
54,262,329,4,40291
55,104,203,1,9998
56,232,350,4,44497
57,336,420,5,43982
58,452,343,8,79592
59,117,363,6,13529
60,111,134,3,3820
61,448,358,7,60360
62,87,162,7,6723
63,473,495,10,60913
64,124,115,9,7376
65,124,56,6,4100
66,251,278,7,41588
67,192,454,9,32933
68,231,109,10,11688
69,86,348,3,20316
70,346,283,7,54418
71,183,363,10,19019
72,118,119,7,6879
73,109,333,6,18346
74,270,359,1,38105
75,160,256,10,30211
76,408,329,4,67240
77,169,169,1,17520
78,177,388,8,30225
79,84,97,5,4906
80,174,440,6,41069
81,88,407,8,24474
82,257,425,8,55777
83,200,227,1,28189
84,53,402,2,12243
85,376,312,8,50023
86,53,167,9,2511
87,228,297,9,38523
88,219,292,7,38730
89,480,71,8,23104
90,185,265,2,28725
91,316,356,6,80942
92,282,495,4,41827
93,281,320,8,63509
94,145,412,2,31450
95,285,330,7,23715
96,261,382,6,34611
97,155,309,4,24113
98,446,195,3,59829
99,212,229,2,23908
100,239,240,2,17253
101,480,270,7,74256
102,86,362,6,10144
103,231,454,4,65674
104,119,160,3,9444
105,407,312,6,60945
106,298,120,9,10018
107,351,51,1,4969
108,225,171,4,14584
109,396,68,4,18311
110,157,281,7,24334
111,421,387,10,96459
112,111,294,2,10448
113,200,399,6,31254
114,420,221,2,69267
115,140,374,1,37447
116,390,290,10,83736
117,424,146,10,32733
118,260,261,10,23195
119,141,192,8,8316
120,436,480,6,131840
121,246,487,8,54836
122,121,134,5,7743
123,451,76,3,16607
124,369,266,3,28118
125,298,416,7,73849
126,311,211,6,47414
127,496,311,9,50674
128,178,227,7,14169
129,171,429,2,45143
130,457,193,10,46205
131,119,259,5,10865
132,340,366,4,58300
133,441,178,8,21312
134,235,127,7,8630
135,369,311,4,65085
136,402,383,6,101169
137,454,402,10,112346
138,206,275,2,17332
139,376,89,4,17909
140,320,413,10,92909
141,451,340,7,94035
142,466,189,7,39687
143,327,381,4,69283
144,120,432,5,34777
145,150,449,8,29049
146,444,259,8,44987
147,112,349,4,14514
148,437,384,2,58796
149,116,291,3,13797
