ID,WIDTH,HEIGHT,COPIES,PROFIT
0,305,471,31,88510
1,393,194,10,45702
2,160,71,30,7525
3,132,223,41,10833
4,467,444,36,107295
5,224,136,30,20431
6,189,251,9,21641
7,54,460,15,11566
8,452,433,11,55807
9,330,255,16,58478
10,403,303,37,45782
11,169,214,48,11347
12,213,254,45,37352
13,329,329,43,37055
14,133,303,5,28513
15,63,370,47,9291
16,391,458,27,83479
17,346,135,14,27512
18,298,438,6,32703
19,69,230,1,6442
20,379,175,34,38405
21,337,137,15,32971
22,89,133,12,4491
23,254,181,41,14714
24,79,211,4,8236
25,61,348,48,6746
26,269,402,42,60334
27,252,123,42,21938
28,461,387,34,68921
29,377,252,40,47455
30,220,294,32,23577
31,293,262,30,34716
32,72,151,24,5446
33,50,206,24,6067
34,403,190,14,27804
35,413,284,40,53102
36,171,423,47,44626
37,433,432,30,106442
38,56,137,27,3045
39,439,362,1,88343
40,325,411,15,42187
41,50,286,44,8310
42,442,100,14,27985
43,431,462,32,146151
44,294,435,29,65119
45,482,203,20,64126
46,325,225,35,31944
47,126,488,37,16959
48,398,401,21,68352
49,136,459,44,34594
