ID,WIDTH,HEIGHT,COPIES,PROFIT
0,466,219,1,61606
1,247,397,3,40304
2,196,127,28,12759
3,71,157,47,7142
4,166,335,20,38749
5,233,496,6,85517
6,209,410,24,53772
7,323,358,47,82118
8,158,365,4,33827
9,332,205,15,17291
10,362,386,34,84178
11,86,416,12,19022
12,432,265,14,56030
13,123,196,49,15031
14,345,246,11,60939
15,280,100,21,17906
16,294,374,35,46665
17,215,291,8,42376
18,282,492,29,80331
19,307,482,20,102592
20,172,301,36,38340
21,478,153,40,46304
22,461,136,38,30590
23,282,412,30,77783
24,169,341,20,34962
25,404,496,6,88345
26,86,96,28,3932
27,324,312,1,58660
28,202,262,6,22011
29,86,494,37,16202
30,473,462,23,124724
31,482,102,41,23951
32,66,412,4,8386
33,87,344,15,9297
34,321,290,17,58045
35,119,314,12,12088
36,215,462,19,26375
37,492,157,8,53322
38,185,290,11,15200
39,308,396,23,35696
40,250,273,16,32636
41,123,113,6,4093
42,174,418,32,31773
43,432,123,36,18961
44,396,442,3,77518
45,242,226,50,40168
46,355,397,20,98353
47,196,367,4,41884
48,261,283,29,36077
49,240,154,13,25539
50,485,116,28,15309
51,471,131,31,22006
52,174,238,14,28425
53,430,130,7,27708
54,451,281,25,35065
55,242,64,22,11526
56,274,177,36,16896
57,336,262,34,39709
58,292,285,27,28398
59,188,362,37,33607
60,405,129,8,29447
61,406,200,4,43120
62,282,395,21,63462
63,248,99,38,11458
64,498,308,16,73538
65,486,463,39,79098
66,401,294,42,81430
67,359,322,1,57569
68,431,219,48,26245
69,285,225,31,35428
70,113,166,17,8892
71,279,390,3,49939
72,405,466,33,104377
73,111,51,30,2726
74,492,414,42,151246
75,466,240,34,59814
76,378,295,36,59993
77,370,325,31,38452
78,158,348,8,30583
79,380,311,37,57212
80,489,333,8,63686
81,347,282,16,52967
82,107,485,37,20645
83,242,118,3,11283
84,127,423,38,26237
85,170,65,2,3816
86,361,251,37,39607
87,344,246,4,59659
88,257,210,29,23148
89,171,376,33,29167
90,365,213,6,54633
91,367,199,2,36302
92,376,468,22,124044
93,189,343,3,26707
94,451,203,28,67666
95,437,53,2,7929
96,101,237,41,17723
97,240,324,31,22366
98,111,195,46,12489
99,74,121,1,6272
