ID,WIDTH,HEIGHT,COPIES,PROFIT
0,415,83,3,11887
1,267,285,2,52758
2,68,132,2,2457
3,262,494,7,84003
4,441,204,5,40264
5,87,105,7,6455
6,197,182,9,15518
7,107,316,8,19995
8,69,369,9,7950
9,106,258,7,18784
10,311,481,8,48046
11,69,272,6,5330
12,428,268,7,71907
13,205,149,5,20393
14,184,436,7,23828
15,93,492,1,24015
16,79,165,10,8224
17,309,392,1,34097
18,395,56,5,14606
19,303,146,6,25272
20,466,251,9,38567
21,287,324,8,39958
22,205,473,1,68412
23,251,411,5,30443
24,378,139,1,31126
25,433,468,1,60992
26,439,453,10,144811
27,200,168,1,15965
28,459,331,6,51171
29,119,445,10,33323
30,167,234,8,12258
31,370,278,6,76418
32,372,487,2,46098
33,93,167,9,5149
34,435,470,4,99506
35,114,64,4,3266
36,179,364,2,18146
37,163,233,3,15805
38,251,448,3,61711
39,146,466,2,30986
40,251,63,6,11832
41,439,334,10,44284
42,332,425,1,96321
43,347,234,7,52701
44,488,499,4,115121
45,134,157,5,9258
46,242,119,9,18754
47,302,58,3,11265
48,328,284,7,60302
49,281,241,7,25492
