ID,WIDTH,HEIGHT,COPIES,PROFIT
0,261,200,5,29316
1,399,131,5,31297
2,358,359,8,94497
3,255,363,8,65048
4,155,305,10,26331
5,220,182,6,12491
6,391,283,8,64266
7,461,436,9,92789
8,423,330,5,89437
9,334,495,6,122004
10,478,208,2,49208
11,144,65,3,4420
12,95,377,3,12980
13,497,414,6,56391
14,262,234,1,24338
15,263,288,1,29691
16,459,291,4,33922
17,287,298,8,48092
18,335,286,9,38181
19,387,355,4,71991
20,343,86,10,21886
21,70,289,6,11416
22,292,489,3,91403
23,329,249,6,50762
24,237,307,10,22063
25,141,202,2,11601
26,465,441,6,64941
27,168,231,8,23869
28,61,72,9,1392
29,69,484,6,21402
30,340,203,7,32374
31,331,178,7,33498
32,296,256,5,23904
33,72,392,9,8345
34,351,210,3,27323
35,91,349,7,9950
36,274,105,7,16935
37,142,78,4,4259
38,495,235,9,68288
39,208,62,4,7631
40,196,149,3,10017
41,107,485,3,38209
42,215,442,2,50922
43,402,419,2,115711
44,223,150,9,12378
45,397,91,9,10974
46,196,180,9,22109
47,106,355,1,11924
48,69,442,7,13009
49,400,399,7,53545
50,168,242,4,12502
51,380,252,5,29354
52,71,371,6,7369
53,475,325,7,85302
54,112,187,3,12504
55,131,138,8,5507
56,437,375,9,101709
57,453,370,3,120843
58,318,60,8,8199
59,270,420,3,63417
60,74,65,10,1437
61,256,321,7,21375
62,480,354,2,66853
63,402,272,7,56768
64,276,201,7,32247
65,405,138,10,15537
66,487,96,6,32072
67,339,263,10,24594
68,246,475,5,45520
69,394,359,1,95297
70,394,406,8,59174
71,468,314,10,89885
72,93,87,10,5798
73,363,427,3,108237
74,425,351,5,37758
75,219,458,7,67246
76,89,234,3,14117
77,436,278,10,74386
78,301,107,8,15256
79,370,441,6,84143
80,104,199,7,8269
81,460,441,9,69263
82,88,496,8,26928
83,328,248,8,48155
84,177,96,9,11835
85,368,141,9,38447
86,60,399,9,10596
87,177,277,1,17433
88,274,175,5,35647
89,292,357,4,42587
90,423,483,7,112563
91,426,116,5,29111
92,198,290,6,39757
93,199,65,3,8242
94,199,325,6,36534
95,255,473,10,80464
96,407,218,8,39016
97,439,284,8,53445
98,154,81,4,8200
99,244,477,2,33381
