ID,WIDTH,HEIGHT,COPIES,PROFIT
0,188,88,3,7848
1,215,178,3,21131
2,79,274,3,13922
3,249,193,10,30991
4,88,179,6,5075
5,402,123,5,23403
6,264,270,5,37791
7,294,146,7,17202
8,451,368,3,116078
9,375,231,5,62410
10,280,390,2,77731
11,84,50,5,1713
12,389,481,10,104437
13,319,361,7,45550
14,480,120,8,14832
15,117,421,1,28676
16,269,476,8,67565
17,65,385,2,18253
18,157,379,7,21995
19,73,276,4,7702
20,492,452,1,63408
21,325,222,5,20304
22,199,90,6,6210
23,145,276,9,29307
24,236,61,6,5032
25,454,304,4,51194
26,408,466,10,66961
27,351,277,2,51308
28,497,268,6,83428
29,396,405,7,40947
30,467,256,9,52867
31,173,154,6,9725
32,263,269,7,19911
33,311,390,8,38945
34,218,74,2,8955
35,251,356,10,34452
36,496,161,10,21722
37,139,368,7,15510
38,119,427,5,21141
39,389,239,4,34775
40,266,371,9,60516
41,249,204,1,15149
42,262,307,3,45023
43,89,97,2,4342
44,159,339,8,38152
45,480,376,7,105986
46,158,297,8,19922
47,378,441,10,60460
48,452,70,1,10058
49,61,87,7,2832
50,368,428,6,113542
51,86,392,7,22550
52,179,284,4,25719
53,237,454,10,61600
54,97,330,9,16880
55,204,431,2,25210
56,321,292,10,58482
57,374,148,2,30722
58,379,458,9,55063
59,464,135,8,29028
60,169,129,4,14792
61,170,299,8,23720
62,203,237,7,17759
63,429,184,4,32313
64,412,205,1,54894
65,99,198,1,5521
66,180,466,10,22164
67,482,168,10,50087
68,220,73,6,9535
69,116,146,5,7990
70,193,419,1,34270
71,157,131,9,11697
72,66,371,1,14742
73,448,197,9,38230
74,224,128,3,11170
75,445,82,3,25264
76,260,73,6,8623
77,450,341,7,53517
78,252,100,6,7584
79,315,460,5,37415
80,189,329,5,33182
81,245,307,1,56407
82,322,380,4,33154
83,399,476,5,105460
84,376,264,10,33607
85,234,68,3,4687
86,284,241,8,42110
87,461,482,10,115256
88,225,62,4,9311
89,54,93,9,2643
90,280,393,3,70044
91,459,325,2,102756
92,286,318,3,27632
93,142,189,9,16940
94,142,436,9,25870
95,375,298,3,71958
96,132,385,8,14264
97,307,493,10,69085
98,146,232,1,11102
99,61,245,7,4439
