ID,WIDTH,HEIGHT,COPIES,PROFIT
0,57,80,42,3371
1,461,77,20,21798
2,428,102,33,19946
3,90,162,4,7293
4,101,161,31,7833
5,338,348,49,55516
6,492,448,9,140890
7,274,142,21,25185
8,455,324,47,84473
9,341,431,3,37931
10,358,362,3,81557
11,432,152,24,35890
12,358,329,40,61387
13,147,185,39,19331
14,455,355,13,108753
15,186,405,24,24586
16,208,372,41,45807
17,95,354,18,11133
18,369,293,1,67477
19,121,202,34,14925
20,474,235,37,68527
21,433,207,49,24680
22,463,438,33,65874
23,100,253,49,17253
24,276,259,35,39855
25,237,83,33,8838
26,449,416,30,73052
27,467,448,12,93436
28,367,214,26,54242
29,243,341,6,26225
30,198,378,25,25908
31,125,461,34,19697
32,165,456,9,32477
33,73,178,39,8958
34,214,339,31,22615
35,117,452,7,30464
36,354,122,48,29574
37,420,426,8,92456
38,327,172,28,39788
39,400,236,44,32370
40,235,337,15,20747
41,225,268,38,26171
42,336,275,8,61179
43,236,494,6,46552
44,446,425,48,134790
45,297,111,23,19519
46,237,446,38,62433
47,237,338,9,51959
48,239,81,13,12175
49,266,95,46,13390
50,192,141,43,17279
51,301,214,43,39885
52,378,410,25,44638
53,317,159,34,30568
54,103,341,6,15686
55,462,398,21,88090
56,397,155,36,40326
57,457,176,36,20798
58,302,298,37,39968
59,246,465,26,54616
60,375,283,17,66844
61,194,203,46,23580
62,89,196,23,10707
63,413,350,34,65566
64,491,173,36,49180
65,392,262,8,63666
66,94,306,36,12710
67,414,268,18,33677
68,387,400,7,77427
69,286,161,47,24044
70,281,444,35,62392
71,399,117,22,25479
72,157,295,14,17931
73,399,105,43,17902
74,449,229,31,37518
75,214,130,16,10458
76,67,326,26,13718
77,325,361,31,58228
78,448,354,37,51835
79,158,251,42,13928
80,340,195,29,34079
81,297,284,32,60414
82,231,405,48,55482
83,441,455,48,119570
84,376,422,19,108910
85,456,363,15,61483
86,87,195,50,7392
87,78,379,1,19728
88,97,126,39,7337
89,460,386,1,82552
90,296,155,15,22511
91,242,481,20,55181
92,69,122,8,2804
93,72,97,24,4230
94,95,88,29,5498
95,221,412,37,35162
96,418,449,22,59221
97,235,391,44,57647
98,134,377,8,15504
99,448,403,18,77435
100,111,83,26,2896
101,315,154,30,22034
102,231,480,3,82539
103,303,452,48,95791
104,239,110,31,19536
105,471,318,14,71784
106,190,111,37,13469
107,203,418,20,33803
108,275,121,38,20998
109,333,327,38,51334
110,449,214,45,34880
111,180,308,31,34146
112,377,335,28,41304
113,249,372,20,25570
114,418,141,48,26868
115,409,263,14,28343
116,75,127,40,2542
117,334,467,43,50738
118,270,263,24,46312
119,394,421,26,48391
120,105,63,47,2528
121,421,250,26,76165
122,463,134,24,42781
123,468,174,15,47630
124,426,363,41,74154
125,209,493,31,43718
126,229,107,38,8368
127,69,143,20,6640
128,297,207,48,40970
129,455,305,16,36324
130,131,96,4,4805
131,489,87,3,27716
132,183,241,27,28855
133,451,455,44,73239
134,461,240,26,47923
135,269,121,1,14661
136,120,103,37,6365
137,285,60,4,11276
138,134,325,37,17420
139,391,254,50,33945
140,170,83,2,10156
141,434,204,45,56982
142,458,453,18,92490
143,211,237,22,16381
144,289,79,31,12292
145,421,387,4,68962
146,417,280,23,82874
147,424,112,18,14147
148,281,461,15,81200
149,351,474,45,50103
