ID,WIDTH,HEIGHT,COPIES,PROFIT
0,432,287,9,82183
1,193,147,8,8365
2,388,65,9,18813
3,496,226,8,36854
4,477,497,7,139880
5,321,193,8,35477
6,454,485,1,151639
7,172,326,1,17378
8,409,62,6,7746
9,265,415,4,75759
10,293,327,10,32060
11,464,301,3,75621
12,52,363,10,12133
13,409,398,9,75093
14,309,225,3,36475
15,204,305,7,22914
16,293,395,3,82722
17,314,69,8,7764
18,336,438,9,100497
19,86,117,8,2817
20,53,272,10,7454
21,432,485,7,52549
22,382,114,10,16287
23,249,55,10,4127
24,440,141,4,35228
25,292,406,7,65818
26,299,212,2,43459
27,212,363,1,31421
28,56,474,3,12587
29,236,413,5,58172
30,463,414,5,86524
31,259,184,9,20027
32,339,497,1,95375
33,103,482,5,13449
34,385,395,9,88328
35,484,106,1,29445
36,393,281,1,53905
37,153,72,2,3628
38,57,289,3,8415
39,192,372,5,52179
40,188,94,2,6895
41,298,128,8,14182
42,493,364,1,97849
43,153,110,3,7073
44,150,286,8,26035
45,264,313,4,30480
46,166,144,1,14286
47,74,466,10,23321
48,259,275,10,33304
49,341,326,8,32889
50,458,150,10,41408
51,76,351,8,9667
52,171,343,1,36734
53,380,415,7,111135
54,176,187,5,20173
55,338,276,1,41675
56,342,299,4,56541
57,316,487,7,48131
58,338,50,4,5825
59,50,294,8,6245
60,268,95,8,14676
61,314,129,1,17666
62,198,184,6,25159
63,193,326,6,21734
64,122,480,7,36320
65,214,292,9,21622
66,307,63,10,8962
67,470,126,6,38010
68,88,229,9,10488
69,432,409,4,66407
70,320,381,3,47127
71,326,423,4,99556
72,85,203,9,9803
73,392,231,9,32395
74,164,61,8,5981
75,221,245,10,28180
76,485,404,7,130430
77,232,166,2,27576
78,362,475,5,117100
79,488,63,8,14323
80,208,282,1,43265
81,76,405,8,9112
82,237,243,10,28319
83,256,353,1,51133
84,451,174,5,22580
85,358,264,9,24268
86,136,197,10,7842
87,54,263,7,8004
88,78,180,3,10414
89,186,280,2,31490
90,99,67,4,3080
91,243,406,8,36413
92,399,181,4,33712
93,394,385,6,105768
94,216,192,2,12686
95,220,484,5,76385
96,392,482,4,114990
97,149,302,2,13281
98,491,160,5,54485
99,460,277,10,32843
100,105,482,7,32202
101,89,438,5,19065
102,63,469,10,18020
103,182,119,7,11412
104,490,233,2,84039
105,386,411,4,92319
106,348,472,4,51200
107,356,363,1,65731
108,310,63,7,8676
109,415,236,10,24717
110,253,494,2,81344
111,340,483,6,120496
112,422,415,3,115533
113,136,418,1,32932
114,182,494,1,28214
115,103,457,9,29335
116,317,226,2,30615
117,401,117,3,11932
118,269,448,9,59823
119,391,115,1,23721
120,383,54,1,13081
121,58,435,6,14161
122,125,223,5,7752
123,174,475,5,55004
124,157,166,5,12951
125,105,286,7,13518
126,386,85,3,23379
127,396,476,1,78320
128,201,257,8,26740
129,169,462,10,22170
130,273,497,1,54183
131,305,338,8,68299
132,103,465,8,35353
133,264,196,8,30356
134,479,105,7,27814
135,337,464,4,102249
136,235,431,6,50003
137,305,481,3,54294
138,187,467,1,29216
139,88,358,10,17865
140,243,138,8,17468
141,424,253,7,39497
142,223,220,5,22635
143,393,428,1,124844
144,71,182,10,7390
145,422,153,3,16562
146,257,298,4,27659
147,293,337,8,27964
148,111,241,6,11345
149,53,412,1,14963
