ID,WIDTH,HEIGHT,COPIES,PROFIT
0,188,497,9,57860
1,212,279,8,30848
2,75,275,2,14436
3,362,329,4,65485
4,154,211,6,15358
5,459,152,2,45581
6,323,386,9,51536
7,54,141,3,4032
8,383,105,6,13464
9,480,497,6,162255
10,465,278,3,57274
11,113,66,2,1933
12,388,232,1,66669
13,415,237,5,51347
14,235,310,2,51354
15,219,224,1,34995
16,209,478,4,35125
17,423,109,1,31903
18,331,463,8,64128
19,369,163,10,42649
20,105,335,9,18947
21,101,246,1,8929
22,175,229,2,19127
23,230,165,2,23061
24,309,222,3,23390
25,385,328,2,36241
26,367,240,10,61953
27,157,454,4,25990
28,260,87,6,8571
29,302,230,5,28065
30,331,148,10,33702
31,435,407,7,56389
32,61,253,2,8474
33,62,229,5,7577
34,350,88,5,20729
35,407,88,8,12896
36,429,258,3,64175
37,152,56,10,4586
38,286,212,1,40947
39,347,343,1,44241
40,288,191,3,15140
41,273,341,4,37496
42,121,226,10,8401
43,114,187,6,12327
44,419,265,1,58377
45,389,339,6,67335
46,481,193,6,46098
47,116,321,8,26035
48,172,451,1,32056
49,62,452,10,18075
50,169,456,2,43111
51,434,250,9,58979
52,140,395,7,27061
53,157,265,4,19333
54,124,152,1,6184
55,493,105,2,22662
56,75,101,1,4201
57,388,165,5,30716
58,474,290,2,39645
59,59,472,7,17459
60,423,257,9,56128
61,381,427,4,47079
62,112,481,1,23079
63,371,96,7,19252
64,368,413,8,99482
65,440,410,6,107852
66,305,267,1,20561
67,323,62,6,11278
68,310,222,7,25634
69,226,319,10,19816
70,158,430,1,45077
71,455,354,10,112829
72,317,132,1,10916
73,90,66,1,2823
74,320,383,1,81630
75,237,120,7,8003
76,232,439,9,56414
77,133,383,5,29726
78,469,62,6,17291
79,468,126,6,34623
80,166,495,10,25033
81,365,284,2,51862
82,233,175,3,12996
83,363,276,4,54849
84,308,134,4,14808
85,193,61,4,6282
86,339,242,8,51603
87,231,141,7,12871
88,140,158,6,10037
89,166,323,9,22173
90,126,412,5,13346
91,211,324,4,28640
92,489,338,6,86362
93,148,409,4,42026
94,390,203,3,57983
95,134,445,4,42085
96,394,328,2,68372
97,456,185,4,47160
98,473,141,10,35263
99,421,123,10,26557
100,321,151,1,20104
101,122,459,7,16489
102,377,353,2,93763
103,81,103,1,5510
104,123,254,1,15083
105,183,162,2,13318
106,418,295,5,60286
107,276,444,9,71769
108,101,481,7,14540
109,289,396,5,50718
110,191,399,7,39420
111,67,109,3,3269
112,328,220,3,31717
113,140,436,5,39178
114,164,392,5,43052
115,446,287,5,54515
116,296,423,7,82179
117,362,286,8,68627
118,476,462,4,157152
119,138,490,7,40639
120,334,303,5,30358
121,346,286,3,42466
122,260,466,2,86220
123,162,88,3,7972
124,120,207,7,14087
125,280,209,4,43011
126,148,224,6,12461
127,185,182,3,20578
128,223,319,7,28927
129,413,52,6,7305
130,52,125,10,2326
131,74,493,5,9698
132,212,389,4,54538
133,254,455,4,41417
134,267,149,3,25500
135,461,97,4,15627
136,160,51,8,2224
137,201,457,6,41789
138,235,137,5,16444
139,438,289,3,52029
140,425,417,5,111098
141,217,418,9,56224
142,325,293,2,28404
143,139,412,1,17424
144,243,209,8,18903
145,290,176,5,27133
146,66,263,8,6095
147,485,233,7,66355
148,368,179,7,18576
149,437,251,8,30428
