ID,WIDTH,HEIGHT,COPIES,PROFIT
0,465,65,3,13067
1,232,155,8,26608
2,449,80,2,13142
3,463,463,9,151533
4,89,449,2,27268
5,155,140,7,11833
6,55,388,8,10317
7,489,330,10,105253
8,428,462,7,50137
9,295,234,2,48620
10,212,80,6,10249
11,104,242,5,8769
12,366,313,1,49391
13,236,122,8,15725
14,169,271,4,19990
15,139,135,3,6280
16,111,465,3,18439
17,64,74,6,2910
18,481,371,2,122984
19,309,468,2,103110
20,195,103,5,5755
21,253,185,9,33354
22,493,170,3,41817
23,68,74,4,3434
24,117,248,5,15846
25,395,92,4,12259
26,162,73,8,8192
27,395,456,6,101314
28,456,169,8,40642
29,132,349,7,23716
30,268,410,8,37416
31,76,261,8,8855
32,364,264,6,27722
33,420,134,8,17228
34,236,52,6,3710
35,486,399,7,72787
36,137,73,7,5952
37,376,126,7,23565
38,224,202,2,32568
39,284,374,4,71497
40,318,84,10,12769
41,466,284,8,97943
42,403,89,6,23627
43,329,442,8,48432
44,291,495,8,91467
45,54,465,10,16487
46,483,351,2,59905
47,212,97,1,12283
48,397,210,10,21345
49,83,355,8,19984
