ID,WIDTH,HEIGHT,COPIES,PROFIT
0,258,191,7,34814
1,160,392,9,35634
2,431,150,6,18876
3,272,377,5,62315
4,412,103,1,30021
5,423,65,2,13527
6,169,119,10,9331
7,387,188,10,42953
8,255,257,4,18096
9,395,136,10,37476
10,189,418,3,57371
11,263,399,1,33962
12,242,56,6,7384
13,154,326,7,20110
14,202,238,9,16556
15,253,72,9,9530
16,191,488,7,53865
17,89,227,4,10603
18,188,106,3,8914
19,353,381,8,47178
20,79,341,3,13347
21,145,365,5,33992
22,465,341,8,42925
23,275,301,6,40975
24,331,419,1,40869
25,132,412,8,17586
26,365,400,7,97507
27,115,426,4,22142
28,327,472,2,87894
29,444,357,9,45901
30,185,141,6,18646
31,165,137,10,11800
32,364,321,2,68131
33,496,321,6,80914
34,87,205,7,8714
35,448,110,7,14181
36,404,258,6,41320
37,65,329,4,13259
38,172,292,3,17393
39,337,349,9,69321
40,395,496,7,98945
41,409,212,9,29551
42,336,183,5,17420
43,157,316,5,13012
44,438,139,9,41886
45,447,499,3,162195
46,90,491,9,30875
47,211,354,9,48803
48,197,410,5,42155
49,156,439,7,30595
50,106,324,7,22188
51,469,177,5,56551
52,319,455,8,38202
53,198,307,2,27034
54,272,115,5,12442
55,395,363,1,65335
56,313,353,7,60910
57,461,66,4,19647
58,53,492,7,10454
59,383,379,7,104912
60,157,103,2,10294
61,473,217,8,59827
62,457,486,2,100550
63,195,433,6,54913
64,73,229,10,9794
65,351,489,6,101983
66,352,363,9,86153
67,394,215,6,61034
68,350,412,8,96378
69,269,411,4,52719
70,370,219,10,49397
71,358,479,4,127481
72,156,435,10,25475
73,255,115,3,21710
74,410,81,4,17587
75,207,94,7,5049
76,353,317,1,31042
77,122,453,3,19259
78,365,297,3,28984
79,251,334,8,28890
80,271,311,7,56514
81,427,349,5,88193
82,438,307,9,89380
83,325,63,3,11961
84,205,345,2,50689
85,216,346,8,35873
86,324,434,4,64175
87,267,323,1,63132
88,481,477,4,121537
89,105,384,5,11924
90,374,289,3,72582
91,322,181,6,18605
92,314,148,10,19104
93,138,308,8,29764
94,410,215,3,33445
95,459,92,1,30782
96,347,53,3,12655
97,99,151,5,7942
98,218,276,9,21560
99,96,497,5,23983
100,398,359,6,51118
101,251,142,8,24369
102,79,67,2,2727
103,363,189,4,26986
104,363,454,10,80652
105,268,171,10,32749
106,418,147,4,38990
107,53,189,3,4323
108,279,233,6,38301
109,212,473,4,56313
110,292,263,10,21842
111,444,105,2,24235
112,314,474,3,56534
113,410,115,6,24365
114,68,136,9,4235
115,225,358,2,25819
116,287,62,4,12426
117,462,434,10,69335
118,394,208,3,22799
119,232,421,3,44352
120,375,193,1,33652
121,108,123,9,9212
122,104,481,6,17238
123,114,125,1,3874
124,368,284,4,44603
125,395,360,6,94612
126,440,251,8,60656
127,333,58,7,13903
128,476,222,10,66432
129,185,374,8,50354
130,266,453,3,53121
131,175,438,1,42861
132,150,413,8,19509
133,421,493,10,65364
134,429,186,6,37111
135,222,342,8,34796
136,169,326,7,39383
137,401,270,7,30884
138,158,373,5,38799
139,417,285,3,85937
140,413,499,6,85510
141,246,184,5,27908
142,499,279,1,86938
143,367,112,7,27958
144,355,129,10,12434
145,135,363,3,23594
146,372,300,6,41423
147,205,158,6,15523
148,118,182,7,12160
149,142,310,7,26107
