ID,WIDTH,HEIGHT,COPIES,PROFIT
0,276,251,38,17648
1,124,165,6,14825
2,168,238,45,25759
3,231,496,37,46902
4,99,109,44,2780
5,411,273,29,43232
6,130,256,47,14145
7,272,341,8,43279
8,186,328,5,19599
9,440,198,24,59605
10,470,111,14,24516
11,391,476,47,51013
12,415,126,30,14242
13,391,52,45,12390
14,72,84,9,3993
15,474,215,14,40790
16,482,405,11,101354
17,190,374,23,24563
18,82,308,43,11708
19,395,434,37,107381
20,63,338,36,8801
21,439,262,28,57691
22,489,350,14,53780
23,415,375,13,96510
24,153,489,39,21834
25,243,237,36,17011
26,188,349,5,40565
27,165,150,3,18091
28,99,81,22,5242
29,317,125,8,13440
30,68,448,3,14117
31,222,231,43,34521
32,347,154,12,35926
33,216,462,22,41152
34,383,465,7,64332
35,170,260,23,27077
36,450,221,7,49629
37,303,407,13,45032
38,53,139,27,4416
39,288,160,41,19443
40,119,172,45,11443
41,452,212,42,51969
42,394,87,10,18252
43,320,472,40,93754
44,70,426,20,8765
45,271,349,27,34831
46,248,218,32,21051
47,202,421,38,22583
48,92,380,33,19358
49,454,387,37,85011
50,275,232,36,27151
51,273,73,5,6101
52,79,320,29,14941
53,182,53,43,5551
54,260,309,30,40011
55,428,124,49,35701
56,121,72,29,3149
57,72,195,19,4034
58,436,308,48,52545
59,244,307,19,45737
60,432,472,3,118780
61,176,219,39,13765
62,118,86,50,4795
63,445,300,22,70410
64,370,479,39,45030
65,305,65,19,7261
66,160,155,19,12491
67,72,50,37,1327
68,468,60,4,16697
69,268,148,43,29532
70,275,334,17,63332
71,91,284,45,7425
72,433,324,7,83475
73,97,130,30,5309
74,438,120,27,15158
75,142,91,28,8044
76,191,224,8,27551
77,107,295,16,8209
78,91,234,18,7778
79,67,455,6,13848
80,76,215,29,6986
81,402,103,23,27960
82,347,59,34,10522
83,117,278,41,24338
84,486,489,15,132319
85,137,377,37,28906
86,196,333,40,40965
87,238,73,14,6211
88,270,111,1,18736
89,194,118,5,9725
90,456,418,49,103889
91,418,308,23,50973
92,458,436,31,129926
93,117,242,42,10985
94,188,394,3,48215
95,253,134,21,25412
96,448,229,41,61989
97,191,278,39,21174
98,207,456,12,24413
99,171,134,48,16985
