ID,WIDTH,HEIGHT,COPIES,PROFIT
0,288,361,39,73126
1,220,452,20,64242
2,441,498,45,55896
3,475,60,41,12137
4,324,63,25,5149
5,427,493,18,107217
6,170,51,3,4394
7,390,222,36,45585
8,104,132,6,9973
9,307,385,22,84202
10,468,187,20,57591
11,132,480,37,23958
12,310,170,23,26068
13,497,168,27,60188
14,151,429,22,22478
15,394,431,14,120299
16,485,391,2,131317
17,441,174,35,32374
18,148,239,4,9883
19,390,87,47,18582
20,339,382,31,69392
21,148,294,8,21626
22,64,147,6,6330
23,358,155,7,39253
24,420,346,12,65077
25,283,364,42,36481
26,243,441,33,55984
27,157,175,41,8108
28,65,227,14,8512
29,456,146,40,25636
30,171,138,41,9235
31,279,318,43,58179
32,274,436,24,63909
33,379,346,41,73908
34,496,62,12,20872
35,122,286,10,13275
36,394,495,30,84562
37,148,453,6,43600
38,412,174,2,40712
39,279,212,23,16181
40,317,208,27,35976
41,264,217,20,29742
42,364,351,33,77840
43,81,150,14,5079
44,241,126,36,20388
45,371,120,27,16557
46,494,163,8,51450
47,323,359,40,84648
48,216,74,26,8583
49,446,453,39,71918
