ID,WIDTH,HEIGHT,COPIES,PROFIT
0,120,381,9,19766
1,226,226,4,37793
2,73,166,8,4434
3,273,486,9,93787
4,419,493,10,140952
5,314,368,2,63012
6,231,87,3,9716
7,114,193,2,14351
8,187,83,9,3935
9,193,167,3,22701
10,191,197,4,22739
11,91,405,5,12841
12,192,184,4,15231
13,469,457,2,117058
14,432,365,5,68822
15,239,473,2,37830
16,210,252,9,18905
17,161,243,8,24037
18,81,441,8,24618
19,441,129,4,40563
20,468,305,3,40902
21,73,234,2,12173
22,138,285,2,19624
23,263,366,7,65692
24,184,389,10,39089
25,487,451,3,74093
26,346,472,1,113121
27,311,465,3,81343
28,73,311,10,11973
29,433,192,6,42799
30,285,430,2,41730
31,343,490,8,75032
32,185,96,6,5123
33,209,310,5,19833
34,213,442,6,28458
35,409,305,7,46824
36,377,64,2,14360
37,449,338,2,75488
38,89,194,5,12428
39,233,361,4,56618
40,195,92,6,8576
41,288,322,1,68631
42,396,318,5,82955
43,404,287,2,38617
44,80,88,10,4470
45,111,332,6,24196
46,51,74,7,1334
47,158,57,7,5379
48,198,360,10,18250
49,154,334,2,34885
