ID,WIDTH,HEIGHT,COPIES,PROFIT
0,487,295,35,81131
1,198,221,41,22792
2,341,110,45,10230
3,416,292,8,46711
4,299,272,15,41651
5,196,119,25,6872
6,226,64,6,7781
7,292,52,35,7980
8,99,135,2,9227
9,360,64,4,16662
10,303,376,36,64148
11,115,179,10,8600
12,134,166,47,9179
13,59,106,25,2838
14,114,237,50,10655
15,440,349,31,108532
16,60,344,30,13198
17,169,350,45,39349
18,423,337,22,80741
19,288,212,36,19975
20,467,400,7,131056
21,361,395,40,101182
22,375,323,25,89393
23,318,310,20,40148
24,371,482,12,116254
25,368,99,48,13718
26,284,393,42,51578
27,369,56,16,5619
28,383,303,25,35918
29,456,386,30,96000
30,53,60,12,930
31,208,147,16,13295
32,292,282,21,29939
33,156,334,28,38571
34,104,401,40,28384
35,402,379,39,109791
36,330,294,7,53507
37,397,86,5,12092
38,209,129,1,9853
39,470,226,40,43289
40,256,434,23,33598
41,444,399,4,98844
42,419,353,6,105003
43,215,374,47,42717
44,122,327,10,15424
45,168,281,49,31110
46,367,270,18,68017
47,60,409,38,18166
48,463,483,16,92031
49,420,191,28,34197
50,244,437,38,49581
51,433,287,30,42739
52,374,412,1,114080
53,325,76,48,15965
54,188,385,32,22241
55,55,363,3,8851
56,210,174,6,24185
57,468,202,18,40340
58,460,471,44,155810
59,412,392,29,46162
60,175,66,45,4496
61,446,329,32,75099
62,74,114,46,4768
63,484,369,15,131080
64,196,166,4,23306
65,196,254,47,31227
66,286,79,24,13520
67,272,487,3,64762
68,429,299,21,52393
69,334,401,14,82799
70,262,497,15,79146
71,361,385,22,63929
72,161,334,16,35391
73,113,105,38,4711
74,337,488,24,104895
75,283,336,37,39914
76,290,481,25,94994
77,377,357,41,62779
78,185,67,49,5967
79,484,76,39,12370
80,410,150,8,17357
81,225,103,22,12358
82,103,314,37,12973
83,314,168,22,27561
84,173,437,49,35575
85,165,76,48,6002
86,380,225,49,24025
87,430,237,47,50303
88,461,247,50,51056
89,472,95,42,31411
90,219,177,19,25655
91,236,337,29,53564
92,92,127,46,6495
93,314,215,24,40079
94,163,90,15,5333
95,112,230,1,8753
96,230,212,47,24257
97,334,200,18,45621
98,58,392,49,14727
99,382,134,47,22998
100,90,55,23,2120
101,291,80,24,15730
102,95,191,46,11306
103,493,427,45,154453
104,145,258,47,27304
105,288,279,20,36043
106,114,302,13,11959
107,257,258,25,46843
108,488,158,15,42508
109,356,54,49,14123
110,225,131,18,9689
111,302,206,29,29333
112,192,489,36,41916
113,168,368,48,32533
114,160,128,22,7768
115,464,390,18,85818
116,177,333,44,40248
117,397,484,25,88267
118,418,137,35,30065
119,456,58,35,15487
120,139,427,2,32779
121,290,265,8,53418
122,384,419,11,68151
123,180,428,43,50815
124,129,333,4,11176
125,183,163,39,16811
126,55,188,27,5117
127,446,144,13,29260
128,498,190,47,68352
129,373,72,12,13067
130,119,411,16,35020
131,90,422,36,21452
132,450,410,33,64036
133,115,285,31,14545
134,278,328,16,25980
135,170,261,14,32512
136,161,136,16,13804
137,323,344,15,55421
138,442,288,40,76994
139,427,122,23,37386
140,409,422,9,111091
141,236,344,46,52785
142,203,359,16,21386
143,480,321,41,88712
144,173,348,14,44537
145,173,499,25,45197
146,307,109,41,22410
147,417,377,41,80774
148,99,139,36,7685
149,201,389,40,52373
