ID,WIDTH,HEIGHT,COPIES,PROFIT
0,175,262,19,19893
1,175,421,43,51644
2,132,396,4,33172
3,76,423,8,17610
4,164,376,9,40695
5,484,93,15,24155
6,127,263,3,23783
7,195,196,39,26150
8,346,453,11,43633
9,264,89,28,16375
10,273,280,36,29687
11,356,343,1,69745
12,455,176,19,56559
13,457,446,47,129634
14,244,145,31,15396
15,118,286,10,25043
16,439,71,12,17142
17,172,264,23,30236
18,230,304,4,19096
19,266,300,39,49043
20,393,111,16,11619
21,84,152,5,6834
22,491,269,45,72365
23,164,299,32,15999
24,242,493,7,56020
25,312,404,47,72096
26,337,337,38,58530
27,402,132,29,34010
28,170,106,36,9437
29,59,243,23,6696
30,393,79,33,15593
31,119,135,30,10114
32,383,134,2,16041
33,207,133,32,14548
34,497,247,29,56130
35,220,406,33,51718
36,298,195,50,18976
37,390,349,2,65641
38,223,131,34,10486
39,52,239,13,4114
40,237,325,15,35257
41,274,56,12,9987
42,248,169,26,20779
43,115,264,10,15338
44,332,245,49,52324
45,192,438,22,49130
46,299,476,4,54543
47,175,148,11,8003
48,162,227,46,27526
49,55,374,4,9742
50,445,159,26,23705
51,402,274,11,42679
52,125,404,1,16644
53,222,358,11,33879
54,118,228,18,12182
55,301,245,32,30717
56,422,121,25,34048
57,117,454,8,22725
58,286,123,39,19362
59,355,382,34,53176
60,458,490,45,159089
61,75,339,14,14533
62,463,110,2,14194
63,260,416,10,34525
64,380,484,3,58724
65,397,264,6,40117
66,462,479,32,103063
67,451,179,28,20416
68,359,97,14,16181
69,392,202,24,24960
70,398,332,47,57955
71,372,117,25,17218
72,237,440,9,76791
73,408,52,21,15898
74,287,403,11,39616
75,170,112,14,13378
76,101,349,42,12187
77,159,420,17,38003
78,391,101,47,28523
79,177,293,13,36307
80,342,100,47,16532
81,403,94,28,24472
82,68,404,29,10499
83,356,67,1,11148
84,427,72,47,21020
85,383,90,44,10650
86,320,112,31,10391
87,371,408,49,73914
88,332,477,25,92561
89,342,485,24,104033
90,146,228,27,17982
91,225,240,16,17445
92,262,350,50,66305
93,156,356,28,32469
94,454,371,17,108303
95,295,477,20,42915
96,364,88,13,8293
97,265,99,5,12452
98,224,198,3,28977
99,289,283,39,58445
100,104,371,26,10178
101,434,245,18,62928
102,479,94,48,18330
103,436,457,15,126405
104,366,378,30,65010
105,275,97,1,14686
106,325,134,22,16502
107,383,293,40,49100
108,294,290,27,52563
109,223,202,2,13830
110,140,149,13,8928
111,477,141,20,41243
112,478,187,15,25563
113,125,291,6,25967
114,233,349,45,36339
115,440,59,29,9924
116,471,338,2,58871
117,465,287,20,91408
118,170,365,46,42170
119,113,466,14,16107
120,420,389,31,90639
121,208,73,34,4535
122,110,234,47,18638
123,439,172,3,25716
124,207,198,31,19290
125,341,225,39,32073
126,360,282,9,49222
127,361,366,27,71689
128,489,267,43,50834
129,360,289,10,68163
130,52,271,13,8336
131,392,487,12,71555
132,370,475,7,108387
133,364,413,32,38923
134,139,179,3,13654
135,440,438,2,61575
136,148,467,40,32279
137,62,224,34,3518
138,366,273,18,63293
139,400,435,18,130423
140,276,387,32,49298
141,148,285,11,17088
142,358,134,13,14594
143,93,367,11,8937
144,480,384,23,118110
145,58,498,39,10074
146,343,164,36,35980
147,308,306,18,40122
148,62,247,10,9681
149,265,329,22,38913
