ID,WIDTH,HEIGHT,COPIES,PROFIT
0,190,441,34,21345
1,325,208,9,48984
2,75,355,3,17152
3,203,372,38,30913
4,132,58,31,1972
5,242,477,37,44477
6,200,465,48,39529
7,198,209,43,19309
8,396,307,8,39056
9,476,139,26,45268
10,85,291,16,11624
11,370,132,34,13387
12,140,400,41,15253
13,340,197,9,40818
14,419,219,11,60579
15,286,280,28,32053
16,484,330,9,82927
17,387,122,6,16320
18,175,120,3,9735
19,462,122,37,35306
20,152,164,27,10303
21,252,478,2,60418
22,214,295,38,19837
23,157,188,1,18304
24,126,71,24,2611
25,485,177,2,25357
26,303,102,42,19108
27,65,404,27,19195
28,349,222,44,50644
29,359,461,39,56133
30,146,238,49,16102
31,192,483,17,62427
32,74,323,10,16069
33,478,494,44,97375
34,379,492,49,67357
35,77,441,15,20802
36,183,162,3,14794
37,368,278,6,37357
38,168,279,48,28095
39,188,390,5,30937
40,185,55,6,5688
41,350,273,50,51820
42,443,66,19,15569
43,397,365,44,89946
44,360,308,24,32593
45,102,373,34,14011
46,379,222,42,32760
47,228,242,19,14652
48,415,376,19,86400
49,64,228,5,7060
50,212,324,14,29231
51,370,62,46,7022
52,157,437,21,40549
53,358,423,13,87145
54,268,421,33,56191
55,252,359,5,60858
56,306,232,7,25662
57,212,184,34,11207
58,266,82,22,8535
59,185,107,50,12086
60,415,110,15,26592
61,213,128,38,9737
62,493,329,4,76635
63,139,442,6,32403
64,94,491,26,11727
65,480,341,44,59944
66,360,237,3,42973
67,88,59,6,1914
68,73,198,30,8595
69,238,490,30,86830
70,428,486,19,143424
71,286,365,40,29992
72,304,200,19,36177
73,416,342,9,59896
74,270,271,11,21102
75,89,408,5,22605
76,174,181,18,20281
77,372,217,2,20994
78,54,282,22,5562
79,457,133,27,27609
80,280,327,36,39147
81,254,192,22,32932
82,470,428,5,103387
83,189,82,10,11597
84,55,232,19,7104
85,99,268,38,14849
86,326,55,6,11254
87,478,334,19,57078
88,132,137,27,11305
89,444,339,48,63941
90,392,132,34,28202
91,197,308,47,24023
92,124,432,1,34854
93,480,360,21,67039
94,219,319,16,45474
95,87,412,44,26868
96,284,147,26,25225
97,340,460,34,62369
98,111,275,7,7895
99,70,433,41,22468
