ID,WIDTH,HEIGHT,COPIES,PROFIT
0,467,201,9,32539
1,279,312,22,56962
2,320,265,48,46004
3,307,336,15,50538
4,119,449,25,22716
5,387,360,1,97243
6,467,470,16,145175
7,53,411,32,13577
8,465,156,15,24450
9,152,403,1,41622
10,102,130,27,8026
11,347,320,46,56271
12,66,427,22,11329
13,255,139,34,9127
14,206,328,45,19980
15,199,116,8,9978
16,314,430,18,43700
17,133,268,2,11868
18,408,101,35,30670
19,378,409,13,73103
20,138,447,36,19094
21,416,125,1,13121
22,496,218,48,27514
23,307,89,33,11993
24,200,444,31,45806
25,287,231,2,35508
26,83,313,45,14311
27,450,484,31,120570
28,75,472,44,11792
29,157,267,3,24377
30,292,295,31,40950
31,470,286,27,57271
32,449,415,2,51898
33,83,303,2,13929
34,262,89,11,14962
35,321,435,19,90945
36,115,486,21,28501
37,264,294,28,31122
38,410,89,38,25105
39,414,122,18,30978
40,281,429,47,87754
41,344,266,33,65229
42,326,408,8,69121
43,344,428,5,47286
44,102,155,11,7605
45,270,269,34,26703
46,76,431,17,22311
47,430,340,12,51872
48,441,252,14,71105
49,305,254,9,52046
50,435,340,11,110688
51,172,322,47,41530
52,242,122,37,16408
53,271,305,31,36882
54,493,263,10,49673
55,97,430,7,16627
56,259,307,30,53279
57,118,495,44,15296
58,287,80,8,10055
59,216,493,49,31554
60,323,435,32,82702
61,82,330,24,7526
62,153,480,31,18683
63,219,159,18,24702
64,395,252,24,38616
65,279,211,20,22750
66,419,201,40,45811
67,458,466,43,127116
68,131,152,9,13317
69,265,370,13,60129
70,317,399,23,62289
71,318,252,9,28262
72,466,70,39,20285
73,196,171,11,16229
74,183,288,18,25244
75,217,299,17,47013
76,137,385,10,32819
77,57,424,42,7350
78,436,367,43,87930
79,229,434,27,43990
80,101,101,19,6299
81,422,350,20,81897
82,499,113,34,30235
83,231,230,10,22881
84,221,419,34,30167
85,296,407,13,43677
86,147,139,32,9452
87,409,226,48,60215
88,277,456,31,64236
89,443,350,14,115511
90,151,183,41,17292
91,284,372,8,44666
92,474,409,49,64846
93,121,145,4,10152
94,205,252,18,25621
95,490,248,27,34241
96,443,258,14,68563
97,118,315,18,18674
98,454,321,18,47181
99,499,474,43,171432
100,483,322,36,49891
101,460,322,36,104063
102,96,64,43,3665
103,153,424,50,26048
104,415,313,17,60178
105,282,119,19,9570
106,305,326,21,72913
107,428,179,6,45323
108,249,492,8,40013
109,389,341,10,91346
110,423,139,28,38855
111,495,54,48,14462
112,308,219,7,23317
113,249,395,22,33337
114,70,472,7,21760
115,457,241,9,53706
116,480,221,21,34771
117,286,286,35,41058
118,187,401,16,46193
119,64,178,16,5158
120,304,250,20,29624
121,325,480,12,83362
122,343,482,48,97728
123,111,205,8,14288
124,472,256,6,73823
125,100,242,24,11801
126,184,380,1,21781
127,389,160,38,27006
128,238,371,34,58925
129,328,460,27,40368
130,94,130,16,6214
131,467,182,28,49423
132,318,143,39,21059
133,367,121,41,13426
134,400,179,27,51886
135,322,166,13,37988
136,380,442,29,88141
137,406,127,29,21810
138,498,135,12,32665
139,327,439,1,62803
140,250,371,35,62466
141,144,445,4,26173
142,372,382,34,67933
143,341,108,47,14214
144,238,245,26,43236
145,127,239,41,12108
146,489,176,14,53325
147,91,141,3,6847
148,258,288,34,25857
149,388,482,47,117943
