ID,WIDTH,HEIGHT,COPIES,PROFIT
0,139,460,8,45172
1,366,314,10,65293
2,201,70,4,4108
3,473,439,6,126185
4,176,235,7,29260
5,166,272,6,22214
6,240,204,1,22716
7,436,142,2,36551
8,334,417,8,38458
9,50,335,6,11685
10,290,57,8,12004
11,219,264,8,18712
12,474,236,4,60955
13,151,391,2,23650
14,116,246,6,9827
15,254,135,7,17940
16,342,175,8,34588
17,134,193,4,13573
18,169,390,9,29482
19,158,446,5,24719
20,203,219,1,22027
21,288,156,9,28856
22,184,146,10,7272
23,71,171,3,6010
24,485,345,3,49307
25,155,406,8,20349
26,174,109,1,12667
27,197,260,5,23150
28,65,103,1,3813
29,361,280,7,29271
30,411,422,5,123978
31,249,186,5,24176
32,238,239,3,33168
33,443,274,1,61687
34,344,174,8,29245
35,279,266,7,21356
36,486,62,7,11945
37,121,88,9,6602
38,235,401,9,32635
39,89,372,5,19514
40,295,259,6,38587
41,431,149,6,21886
42,84,239,5,5688
43,59,263,5,4070
44,339,356,9,83029
45,444,276,1,89109
46,55,316,2,12143
47,125,284,6,23195
48,182,75,6,7124
49,406,166,7,30109
50,130,220,4,18477
51,213,450,3,65296
52,210,99,1,5472
53,266,311,7,36791
54,66,85,9,2231
55,196,256,3,22863
56,439,229,8,55421
57,381,376,1,92505
58,61,335,2,8192
59,431,397,8,123667
60,330,354,1,74365
61,103,398,5,23895
62,63,169,2,4820
63,56,171,6,6228
64,342,419,5,83956
65,155,489,1,45035
66,383,83,2,21434
67,388,316,10,88340
68,354,306,6,72400
69,444,350,8,74102
70,192,465,1,54426
71,261,89,5,17269
72,196,318,4,23398
73,103,124,8,9455
74,158,198,6,16567
75,96,145,9,3612
76,107,476,8,14129
77,438,312,2,47622
78,411,375,10,41208
79,186,481,2,30831
80,76,223,6,11364
81,446,460,10,121415
82,91,388,5,23469
83,90,485,7,25500
84,374,353,6,94621
85,449,197,7,42458
86,457,62,6,12931
87,377,270,5,74514
88,427,185,9,41845
89,350,96,5,9937
90,276,50,10,9267
91,96,437,3,13392
92,156,373,4,23920
93,403,68,2,19190
94,317,184,10,22130
95,233,325,1,55200
96,468,318,3,102407
97,463,420,4,103306
98,250,178,10,15945
99,222,460,3,51332
100,279,112,9,11179
101,207,139,6,19672
102,309,110,10,17512
103,466,265,3,48574
104,256,492,8,61639
105,328,231,3,54144
106,444,137,1,38597
107,192,322,6,26684
108,307,375,1,67830
109,459,374,2,96404
110,319,464,6,42097
111,447,268,10,62275
112,104,310,9,12246
113,126,318,4,20705
114,102,128,4,5979
115,204,261,5,17066
116,467,160,10,52181
117,280,142,6,13749
118,438,109,8,13282
119,333,236,7,35686
120,55,259,4,6624
121,458,445,5,141329
122,199,335,7,22972
123,269,406,4,29688
124,472,200,7,40288
125,384,184,5,47010
126,313,151,6,25958
127,318,365,6,83553
128,309,448,8,87026
129,148,442,1,47608
130,113,346,4,17236
131,285,249,8,39682
132,207,492,4,32072
133,125,129,1,5078
134,350,133,2,21649
135,176,423,10,34120
136,369,73,2,19255
137,183,455,4,23751
138,216,211,5,30005
139,391,430,8,121574
140,470,355,5,69230
141,228,124,4,17431
142,276,357,3,61530
143,427,437,6,126920
144,474,320,9,41183
145,288,347,4,48114
146,454,432,7,72798
147,249,66,10,7876
148,166,119,6,11185
149,398,263,5,62079
