ID,WIDTH,HEIGHT,COPIES,PROFIT
0,454,437,2,84227
1,190,77,10,6359
2,405,341,2,72118
3,271,64,8,8712
4,345,426,5,43271
5,410,453,10,109330
6,311,396,3,41937
7,366,78,4,14063
8,106,382,9,25487
9,259,358,4,68735
10,137,267,2,25020
11,311,493,6,112639
12,381,432,9,91439
13,366,259,10,56579
14,441,280,1,54705
15,311,330,6,30555
16,92,163,1,5903
17,172,439,3,26963
18,105,449,6,12703
19,171,343,2,41358
20,335,89,5,11553
21,470,233,9,65651
22,477,334,4,40505
23,212,365,8,35853
24,345,461,9,68224
25,53,332,4,11689
26,169,84,1,8221
27,492,269,3,88715
28,322,448,4,78746
29,104,316,9,8330
30,395,448,10,94125
31,388,466,10,95968
32,66,93,4,4101
33,482,70,8,23437
34,436,167,3,38411
35,323,309,3,35640
36,121,418,3,22153
37,164,408,9,38354
38,404,240,2,50784
39,64,222,5,5450
40,216,476,2,59581
41,411,275,8,77525
42,348,429,10,70697
43,324,78,3,11937
44,351,240,6,50002
45,434,293,5,65932
46,282,181,2,35933
47,271,92,2,13434
48,226,462,2,30658
49,294,88,7,18142
50,63,154,7,3518
51,411,360,9,40736
52,103,294,7,13560
53,389,74,4,18563
54,112,303,9,10925
55,273,337,7,46032
56,152,463,2,38220
57,107,99,4,3290
58,99,178,5,12020
59,372,267,3,70745
60,475,185,7,38426
61,282,201,9,17943
62,182,86,8,4124
63,129,445,2,38743
64,196,105,1,8525
65,353,392,8,46351
66,135,217,1,21346
67,320,301,5,59122
68,74,365,4,11020
69,256,222,5,27382
70,486,433,8,152559
71,388,427,1,58099
72,276,214,2,24315
73,188,438,8,53782
74,116,81,4,6468
75,79,62,5,2227
76,460,431,5,66655
77,192,280,3,27460
78,282,69,8,13606
79,259,356,2,68071
80,108,124,5,4490
81,336,398,4,76301
82,65,265,7,9123
83,194,81,9,10622
84,408,407,5,60022
85,290,417,4,72080
86,409,323,5,36303
87,119,421,1,28767
88,236,236,9,26153
89,433,234,5,25457
90,401,122,5,34615
91,78,92,1,4090
92,118,56,6,4180
93,126,388,3,34969
94,256,294,8,56224
95,246,134,8,9459
96,431,335,4,84567
97,252,221,8,39641
98,62,367,9,15525
99,489,72,4,25602
100,87,276,4,11173
101,244,428,3,68597
102,192,397,8,41301
103,291,292,9,61649
104,383,457,1,44799
105,310,168,1,19684
106,90,468,6,31532
107,439,428,8,102681
108,483,273,7,41385
109,426,276,7,71437
110,447,339,5,68537
111,371,498,5,83201
112,457,228,3,50078
113,53,50,7,1866
114,62,357,8,15022
115,231,449,3,31854
116,131,418,2,30303
117,498,58,10,8758
118,56,75,8,2886
119,202,336,4,39831
120,253,284,7,45084
121,380,237,4,31894
122,438,183,6,54269
123,283,407,9,34957
124,497,435,2,124528
125,65,323,3,15563
126,349,151,2,38605
127,311,155,1,35746
128,374,375,1,95889
129,137,437,3,26747
130,458,340,3,100965
131,225,121,8,14770
132,284,121,3,24016
133,321,332,3,48636
134,410,72,6,15508
135,375,106,9,19095
136,198,454,6,28809
137,105,491,4,18613
138,148,429,9,17607
139,85,270,5,11550
140,435,344,10,57623
141,305,464,3,50706
142,234,105,9,10808
143,100,136,6,5032
144,206,234,5,13005
145,57,324,4,11194
146,132,299,5,16627
147,404,167,7,30995
148,190,275,1,14455
149,172,168,8,18269
